user_id,challenge_name,category,difficulty,start_date,completion_date,completed,points_earned,attempts
user_0013,Evening Yoga,exercise,2,2025-10-13,2025-10-17,True,100,1
user_0013,Mindful Eating,meals,4,2025-11-26,2025-12-02,True,200,2
user_0013,7-Day Streak,exercise,5,2025-11-04,2025-11-08,True,250,3
user_0013,Breathwork Beginner,meditation,1,2025-11-10,,False,0,2
user_0013,Breathwork Beginner,meditation,1,2025-09-26,2025-10-03,True,50,1
user_0013,Sleep Sanctuary,sleep,3,2025-10-05,2025-10-09,True,150,2
user_0013,Hydration Hero,water,1,2025-10-12,2025-10-18,True,50,1
user_0013,Sleep Sanctuary,sleep,3,2025-09-18,2025-09-21,True,150,1
user_0013,10K Steps Challenge,exercise,3,2025-11-28,2025-12-01,True,150,3
user_0014,Mindful Eating,meals,4,2025-12-04,2025-12-07,True,200,2
user_0014,Hydration Hero,water,1,2025-10-15,,False,0,2
user_0014,10K Steps Challenge,exercise,3,2025-11-10,,False,0,3
user_0014,Hydration Hero,water,1,2025-11-16,2025-11-17,True,50,3
user_0014,Evening Yoga,exercise,2,2025-09-23,2025-09-28,True,100,2
user_0014,Hydration Hero,water,1,2025-09-09,2025-09-14,True,50,1
user_0014,Evening Yoga,exercise,2,2025-09-14,2025-09-19,True,100,3
user_0014,Sleep Sanctuary,sleep,3,2025-10-22,,False,0,3
user_0015,10K Steps Challenge,exercise,3,2025-11-08,,False,0,3
user_0015,10K Steps Challenge,exercise,3,2025-09-20,2025-09-22,True,150,2
user_0016,Sleep Sanctuary,sleep,3,2025-10-09,,False,0,3
user_0017,Hydration Hero,water,1,2025-10-20,,False,0,3
user_0017,Breathwork Beginner,meditation,1,2025-10-13,,False,0,2
user_0017,Sleep Sanctuary,sleep,3,2025-11-23,,False,0,1
user_0018,10K Steps Challenge,exercise,3,2025-10-23,,False,0,2
user_0019,Breathwork Beginner,meditation,1,2025-10-09,2025-10-16,True,50,2
user_0019,Evening Yoga,exercise,2,2025-09-27,,False,0,2
user_0019,Evening Yoga,exercise,2,2025-11-12,,False,0,1
user_0019,Morning Meditation,meditation,2,2025-11-27,,False,0,2
user_0020,Morning Meditation,meditation,2,2025-11-05,,False,0,2
user_0020,10K Steps Challenge,exercise,3,2025-11-28,,False,0,2
user_0020,Mindful Eating,meals,4,2025-11-21,,False,0,3
user_0020,Mindful Eating,meals,4,2025-11-30,2025-12-04,True,200,3
user_0020,Evening Yoga,exercise,2,2025-09-08,,False,0,2
user_0021,Hydration Hero,water,1,2025-11-17,2025-11-19,True,50,1
user_0021,Sleep Sanctuary,sleep,3,2025-10-11,2025-10-16,True,150,1
user_0021,Morning Meditation,meditation,2,2025-09-21,,False,0,1
user_0021,Morning Meditation,meditation,2,2025-09-29,,False,0,2
user_0021,Morning Meditation,meditation,2,2025-11-02,2025-11-09,True,100,2
user_0021,Breathwork Beginner,meditation,1,2025-09-15,,False,0,1
user_0021,7-Day Streak,exercise,5,2025-10-12,,False,0,2
user_0021,Evening Yoga,exercise,2,2025-10-18,,False,0,3
user_0021,7-Day Streak,exercise,5,2025-09-28,2025-10-03,True,250,3
user_0021,Mindful Eating,meals,4,2025-12-03,2025-12-06,True,200,3
user_0021,Sleep Sanctuary,sleep,3,2025-10-01,2025-10-04,True,150,1
user_0022,7-Day Streak,exercise,5,2025-11-13,,False,0,1
user_0022,10K Steps Challenge,exercise,3,2025-09-29,,False,0,2
user_0022,Mindful Eating,meals,4,2025-09-23,,False,0,2
user_0022,10K Steps Challenge,exercise,3,2025-11-27,,False,0,2
user_0022,Sleep Sanctuary,sleep,3,2025-10-15,,False,0,2
user_0022,Sleep Sanctuary,sleep,3,2025-09-29,,False,0,2
user_0023,Evening Yoga,exercise,2,2025-12-03,2025-12-06,True,100,2
user_0023,Breathwork Beginner,meditation,1,2025-11-07,,False,0,3
user_0023,10K Steps Challenge,exercise,3,2025-09-18,,False,0,1
user_0023,Evening Yoga,exercise,2,2025-09-16,,False,0,2
user_0023,Hydration Hero,water,1,2025-10-20,,False,0,3
user_0023,10K Steps Challenge,exercise,3,2025-09-09,,False,0,2
user_0024,7-Day Streak,exercise,5,2025-11-28,,False,0,1
user_0025,Sleep Sanctuary,sleep,3,2025-12-03,2025-12-06,True,150,2
user_0025,Evening Yoga,exercise,2,2025-11-25,2025-12-01,True,100,1
user_0025,Breathwork Beginner,meditation,1,2025-10-17,2025-10-23,True,50,3
user_0025,10K Steps Challenge,exercise,3,2025-09-14,,False,0,3
user_0025,7-Day Streak,exercise,5,2025-09-25,,False,0,3
user_0025,Sleep Sanctuary,sleep,3,2025-09-15,2025-09-18,True,150,1
user_0025,Hydration Hero,water,1,2025-12-02,2025-12-05,True,50,2
user_0025,Hydration Hero,water,1,2025-11-26,,False,0,1
user_0025,7-Day Streak,exercise,5,2025-11-26,,False,0,1
user_0026,Morning Meditation,meditation,2,2025-11-17,2025-11-20,True,100,1
user_0026,Hydration Hero,water,1,2025-09-29,2025-10-03,True,50,1
user_0026,10K Steps Challenge,exercise,3,2025-11-13,,False,0,2
user_0026,10K Steps Challenge,exercise,3,2025-09-10,2025-09-15,True,150,2
user_0026,7-Day Streak,exercise,5,2025-09-14,2025-09-20,True,250,3
user_0026,7-Day Streak,exercise,5,2025-09-12,2025-09-18,True,250,2
user_0026,Mindful Eating,meals,4,2025-10-15,,False,0,2
user_0026,Morning Meditation,meditation,2,2025-09-20,2025-09-22,True,100,1
user_0026,Sleep Sanctuary,sleep,3,2025-11-05,,False,0,2
user_0026,Morning Meditation,meditation,2,2025-09-11,2025-09-17,True,100,1
user_0026,Hydration Hero,water,1,2025-09-18,2025-09-22,True,50,3
user_0026,Mindful Eating,meals,4,2025-10-19,,False,0,1
user_0026,7-Day Streak,exercise,5,2025-10-05,,False,0,2
user_0026,Sleep Sanctuary,sleep,3,2025-11-29,2025-12-01,True,150,1
user_0026,Breathwork Beginner,meditation,1,2025-09-20,2025-09-23,True,50,3
user_0026,Mindful Eating,meals,4,2025-11-30,,False,0,1
user_0026,Sleep Sanctuary,sleep,3,2025-10-06,2025-10-11,True,150,1
user_0026,7-Day Streak,exercise,5,2025-12-01,2025-12-03,True,250,3
user_0027,Hydration Hero,water,1,2025-09-19,,False,0,2
user_0027,Evening Yoga,exercise,2,2025-10-16,,False,0,1
user_0027,Evening Yoga,exercise,2,2025-12-02,,False,0,1
user_0028,7-Day Streak,exercise,5,2025-11-20,,False,0,1
user_0028,Hydration Hero,water,1,2025-10-05,,False,0,2
user_0029,Mindful Eating,meals,4,2025-09-29,2025-10-05,True,200,3
user_0029,Mindful Eating,meals,4,2025-11-28,,False,0,3
user_0029,Hydration Hero,water,1,2025-10-28,2025-11-04,True,50,2
user_0029,Breathwork Beginner,meditation,1,2025-10-31,2025-11-05,True,50,2
user_0029,10K Steps Challenge,exercise,3,2025-10-11,,False,0,1
user_0029,Hydration Hero,water,1,2025-11-25,,False,0,3
user_0029,Breathwork Beginner,meditation,1,2025-10-26,,False,0,2
user_0029,Breathwork Beginner,meditation,1,2025-11-13,,False,0,1
user_0029,Sleep Sanctuary,sleep,3,2025-10-09,2025-10-13,True,150,3
user_0029,Evening Yoga,exercise,2,2025-11-08,2025-11-13,True,100,2
user_0030,Morning Meditation,meditation,2,2025-10-22,2025-10-29,True,100,2
user_0030,Breathwork Beginner,meditation,1,2025-10-17,2025-10-21,True,50,2
user_0031,Hydration Hero,water,1,2025-11-25,,False,0,1
user_0032,Breathwork Beginner,meditation,1,2025-09-14,2025-09-16,True,50,2
user_0032,Evening Yoga,exercise,2,2025-11-03,2025-11-05,True,100,2
user_0032,Sleep Sanctuary,sleep,3,2025-10-16,,False,0,2
user_0032,7-Day Streak,exercise,5,2025-09-20,2025-09-25,True,250,1
user_0032,Breathwork Beginner,meditation,1,2025-11-06,2025-11-07,True,50,3
user_0032,7-Day Streak,exercise,5,2025-09-19,2025-09-24,True,250,1
user_0032,Breathwork Beginner,meditation,1,2025-11-19,,False,0,2
user_0032,10K Steps Challenge,exercise,3,2025-10-09,2025-10-11,True,150,3
user_0032,10K Steps Challenge,exercise,3,2025-10-18,,False,0,1
user_0032,Mindful Eating,meals,4,2025-09-30,2025-10-07,True,200,1
user_0033,Evening Yoga,exercise,2,2025-10-21,,False,0,3
user_0033,Morning Meditation,meditation,2,2025-11-26,,False,0,2
user_0033,7-Day Streak,exercise,5,2025-11-16,,False,0,2
user_0034,Breathwork Beginner,meditation,1,2025-09-26,2025-10-01,True,50,2
user_0035,Breathwork Beginner,meditation,1,2025-09-30,2025-10-07,True,50,2
user_0035,Evening Yoga,exercise,2,2025-10-20,,False,0,2
user_0035,Breathwork Beginner,meditation,1,2025-09-24,2025-09-28,True,50,2
user_0035,7-Day Streak,exercise,5,2025-10-05,,False,0,2
user_0035,Evening Yoga,exercise,2,2025-10-02,2025-10-09,True,100,3
user_0035,10K Steps Challenge,exercise,3,2025-11-22,2025-11-26,True,150,3
user_0035,Sleep Sanctuary,sleep,3,2025-09-22,,False,0,2
user_0036,Evening Yoga,exercise,2,2025-09-13,,False,0,1
user_0036,10K Steps Challenge,exercise,3,2025-09-14,2025-09-17,True,150,3
user_0036,Morning Meditation,meditation,2,2025-10-25,,False,0,1
user_0036,10K Steps Challenge,exercise,3,2025-11-23,2025-11-24,True,150,2
user_0036,Sleep Sanctuary,sleep,3,2025-10-16,,False,0,1
user_0036,10K Steps Challenge,exercise,3,2025-11-27,2025-11-28,True,150,3
user_0036,Hydration Hero,water,1,2025-10-25,,False,0,1
user_0036,Breathwork Beginner,meditation,1,2025-10-19,2025-10-26,True,50,1
user_0036,Morning Meditation,meditation,2,2025-11-09,2025-11-16,True,100,1
user_0036,Morning Meditation,meditation,2,2025-09-23,2025-09-27,True,100,2
user_0037,Morning Meditation,meditation,2,2025-09-09,2025-09-15,True,100,1
user_0037,Sleep Sanctuary,sleep,3,2025-11-16,2025-11-18,True,150,2
user_0037,Hydration Hero,water,1,2025-09-18,2025-09-20,True,50,2
user_0037,Morning Meditation,meditation,2,2025-11-11,,False,0,1
user_0037,Hydration Hero,water,1,2025-09-27,2025-09-30,True,50,3
user_0037,Hydration Hero,water,1,2025-11-17,2025-11-19,True,50,2
user_0037,7-Day Streak,exercise,5,2025-09-09,,False,0,2
user_0037,Morning Meditation,meditation,2,2025-10-05,,False,0,2
user_0037,Morning Meditation,meditation,2,2025-11-27,2025-12-02,True,100,1
user_0037,Sleep Sanctuary,sleep,3,2025-11-20,2025-11-24,True,150,3
user_0037,Sleep Sanctuary,sleep,3,2025-10-04,,False,0,3
user_0037,Evening Yoga,exercise,2,2025-09-08,,False,0,3
user_0037,Sleep Sanctuary,sleep,3,2025-11-23,2025-11-25,True,150,1
user_0038,Sleep Sanctuary,sleep,3,2025-11-22,,False,0,2
user_0038,10K Steps Challenge,exercise,3,2025-11-24,2025-11-26,True,150,3
user_0039,Breathwork Beginner,meditation,1,2025-11-10,2025-11-15,True,50,2
user_0039,Mindful Eating,meals,4,2025-10-15,,False,0,2
user_0039,Breathwork Beginner,meditation,1,2025-10-17,2025-10-24,True,50,1
user_0039,Hydration Hero,water,1,2025-10-28,2025-10-31,True,50,2
user_0039,Morning Meditation,meditation,2,2025-10-24,2025-10-27,True,100,3
user_0039,Hydration Hero,water,1,2025-10-28,,False,0,3
user_0039,7-Day Streak,exercise,5,2025-09-29,2025-10-04,True,250,2
user_0039,Mindful Eating,meals,4,2025-09-26,2025-09-28,True,200,3
user_0039,Breathwork Beginner,meditation,1,2025-10-11,2025-10-17,True,50,1
user_0039,Sleep Sanctuary,sleep,3,2025-09-11,2025-09-14,True,150,3
user_0039,Sleep Sanctuary,sleep,3,2025-09-29,2025-10-03,True,150,2
user_0039,Evening Yoga,exercise,2,2025-10-11,2025-10-15,True,100,3
user_0039,Sleep Sanctuary,sleep,3,2025-10-22,2025-10-27,True,150,2
user_0039,7-Day Streak,exercise,5,2025-10-29,2025-11-05,True,250,2
user_0039,Sleep Sanctuary,sleep,3,2025-10-01,2025-10-08,True,150,1
user_0039,Evening Yoga,exercise,2,2025-11-10,2025-11-13,True,100,2
user_0039,Mindful Eating,meals,4,2025-09-06,,False,0,3
user_0039,10K Steps Challenge,exercise,3,2025-09-12,2025-09-14,True,150,3
user_0039,Hydration Hero,water,1,2025-11-19,2025-11-23,True,50,2
user_0040,Breathwork Beginner,meditation,1,2025-10-22,2025-10-23,True,50,1
user_0040,Mindful Eating,meals,4,2025-09-23,,False,0,2
user_0040,Hydration Hero,water,1,2025-10-17,2025-10-18,True,50,3
user_0040,Evening Yoga,exercise,2,2025-12-01,2025-12-07,True,100,1
user_0040,Evening Yoga,exercise,2,2025-09-21,2025-09-23,True,100,3
user_0040,Hydration Hero,water,1,2025-11-29,2025-12-05,True,50,2
user_0040,Morning Meditation,meditation,2,2025-12-04,,False,0,3
user_0040,Sleep Sanctuary,sleep,3,2025-09-13,2025-09-16,True,150,3
user_0040,Hydration Hero,water,1,2025-09-22,2025-09-23,True,50,2
user_0040,Morning Meditation,meditation,2,2025-09-12,,False,0,1
user_0040,10K Steps Challenge,exercise,3,2025-10-10,2025-10-17,True,150,1
user_0041,10K Steps Challenge,exercise,3,2025-11-26,,False,0,2
user_0041,Sleep Sanctuary,sleep,3,2025-09-12,2025-09-19,True,150,2
user_0041,Morning Meditation,meditation,2,2025-09-20,2025-09-26,True,100,2
user_0041,Sleep Sanctuary,sleep,3,2025-10-10,2025-10-13,True,150,3
user_0041,Mindful Eating,meals,4,2025-09-18,2025-09-22,True,200,3
user_0041,Mindful Eating,meals,4,2025-09-23,2025-09-27,True,200,1
user_0041,Morning Meditation,meditation,2,2025-09-18,2025-09-21,True,100,3
user_0041,7-Day Streak,exercise,5,2025-09-30,2025-10-05,True,250,1
user_0041,7-Day Streak,exercise,5,2025-12-01,2025-12-08,True,250,3
user_0041,Hydration Hero,water,1,2025-10-27,2025-11-02,True,50,1
user_0041,Evening Yoga,exercise,2,2025-12-03,2025-12-07,True,100,1
user_0041,10K Steps Challenge,exercise,3,2025-10-09,2025-10-15,True,150,3
user_0041,Morning Meditation,meditation,2,2025-10-02,2025-10-06,True,100,1
user_0041,Breathwork Beginner,meditation,1,2025-10-14,2025-10-20,True,50,1
user_0041,Evening Yoga,exercise,2,2025-10-11,2025-10-13,True,100,1
user_0042,10K Steps Challenge,exercise,3,2025-10-22,,False,0,3
user_0042,Evening Yoga,exercise,2,2025-10-23,,False,0,3
user_0042,Sleep Sanctuary,sleep,3,2025-11-12,,False,0,1
user_0043,Hydration Hero,water,1,2025-09-19,,False,0,3
user_0043,Sleep Sanctuary,sleep,3,2025-09-10,,False,0,3
user_0043,Hydration Hero,water,1,2025-11-17,2025-11-20,True,50,3
user_0044,10K Steps Challenge,exercise,3,2025-10-09,2025-10-14,True,150,2
user_0044,7-Day Streak,exercise,5,2025-09-20,2025-09-26,True,250,3
user_0044,Breathwork Beginner,meditation,1,2025-10-16,,False,0,1
user_0044,7-Day Streak,exercise,5,2025-10-25,2025-11-01,True,250,2
user_0044,Breathwork Beginner,meditation,1,2025-11-16,2025-11-21,True,50,1
user_0044,Morning Meditation,meditation,2,2025-11-11,2025-11-18,True,100,2
user_0044,Morning Meditation,meditation,2,2025-10-09,2025-10-16,True,100,1
user_0044,Breathwork Beginner,meditation,1,2025-09-10,2025-09-13,True,50,2
user_0044,Breathwork Beginner,meditation,1,2025-09-14,2025-09-19,True,50,3
user_0044,10K Steps Challenge,exercise,3,2025-11-22,2025-11-24,True,150,3
user_0044,Mindful Eating,meals,4,2025-10-24,2025-10-29,True,200,3
user_0044,Morning Meditation,meditation,2,2025-12-03,2025-12-09,True,100,1
user_0044,Mindful Eating,meals,4,2025-09-10,2025-09-15,True,200,2
user_0044,Breathwork Beginner,meditation,1,2025-12-02,2025-12-04,True,50,3
user_0045,10K Steps Challenge,exercise,3,2025-11-03,,False,0,1
user_0046,Sleep Sanctuary,sleep,3,2025-10-19,,False,0,1
user_0046,Breathwork Beginner,meditation,1,2025-09-09,,False,0,1
user_0046,Breathwork Beginner,meditation,1,2025-09-11,,False,0,1
user_0046,Breathwork Beginner,meditation,1,2025-09-16,,False,0,1
user_0047,Mindful Eating,meals,4,2025-11-11,,False,0,3
user_0047,Breathwork Beginner,meditation,1,2025-09-12,,False,0,2
user_0048,Hydration Hero,water,1,2025-11-21,2025-11-25,True,50,1
user_0048,Hydration Hero,water,1,2025-09-14,2025-09-21,True,50,2
user_0048,Sleep Sanctuary,sleep,3,2025-10-06,,False,0,1
user_0048,Evening Yoga,exercise,2,2025-11-22,,False,0,2
user_0049,Mindful Eating,meals,4,2025-11-12,2025-11-19,True,200,1
user_0049,10K Steps Challenge,exercise,3,2025-09-22,2025-09-23,True,150,1
user_0049,Hydration Hero,water,1,2025-10-07,2025-10-10,True,50,1
user_0049,10K Steps Challenge,exercise,3,2025-09-17,,False,0,1
user_0049,10K Steps Challenge,exercise,3,2025-10-27,2025-11-02,True,150,3
user_0049,10K Steps Challenge,exercise,3,2025-11-16,,False,0,2
user_0049,Morning Meditation,meditation,2,2025-10-30,,False,0,2
user_0049,Evening Yoga,exercise,2,2025-09-29,2025-10-05,True,100,2
user_0049,Breathwork Beginner,meditation,1,2025-10-01,2025-10-02,True,50,2
user_0049,Morning Meditation,meditation,2,2025-10-06,2025-10-13,True,100,3
user_0049,Morning Meditation,meditation,2,2025-11-02,2025-11-09,True,100,2
user_0049,Hydration Hero,water,1,2025-11-09,2025-11-10,True,50,1
user_0049,Hydration Hero,water,1,2025-09-27,2025-09-29,True,50,3
user_0049,Sleep Sanctuary,sleep,3,2025-11-16,,False,0,1
user_0049,Breathwork Beginner,meditation,1,2025-10-03,2025-10-05,True,50,3
user_0049,Hydration Hero,water,1,2025-10-14,2025-10-19,True,50,2
user_0049,Sleep Sanctuary,sleep,3,2025-11-17,,False,0,1
user_0049,Mindful Eating,meals,4,2025-09-28,2025-10-01,True,200,3
user_0050,Sleep Sanctuary,sleep,3,2025-11-07,,False,0,1
user_0050,Hydration Hero,water,1,2025-11-30,2025-12-02,True,50,2
user_0050,Evening Yoga,exercise,2,2025-11-23,2025-11-28,True,100,2
user_0050,7-Day Streak,exercise,5,2025-11-02,,False,0,1
user_0050,Hydration Hero,water,1,2025-10-17,2025-10-20,True,50,2
user_0050,Mindful Eating,meals,4,2025-09-16,2025-09-20,True,200,1
user_0050,Breathwork Beginner,meditation,1,2025-11-15,,False,0,1
user_0050,7-Day Streak,exercise,5,2025-11-26,2025-12-01,True,250,1
user_0050,Hydration Hero,water,1,2025-11-15,2025-11-21,True,50,2
user_0050,Sleep Sanctuary,sleep,3,2025-10-16,2025-10-22,True,150,2
user_0050,7-Day Streak,exercise,5,2025-10-15,,False,0,1
user_0050,7-Day Streak,exercise,5,2025-10-18,2025-10-19,True,250,3
user_0051,Hydration Hero,water,1,2025-11-03,2025-11-09,True,50,3
user_0051,Breathwork Beginner,meditation,1,2025-10-23,,False,0,3
user_0051,Evening Yoga,exercise,2,2025-10-11,,False,0,2
user_0051,Hydration Hero,water,1,2025-11-22,,False,0,3
user_0051,10K Steps Challenge,exercise,3,2025-11-26,,False,0,2
user_0052,Hydration Hero,water,1,2025-09-06,,False,0,2
user_0052,Hydration Hero,water,1,2025-10-17,,False,0,3
user_0052,Morning Meditation,meditation,2,2025-09-20,2025-09-23,True,100,2
user_0052,Breathwork Beginner,meditation,1,2025-09-26,,False,0,3
user_0053,Evening Yoga,exercise,2,2025-10-25,,False,0,1
user_0053,Evening Yoga,exercise,2,2025-09-17,,False,0,3
user_0053,Evening Yoga,exercise,2,2025-11-24,2025-11-29,True,100,1
user_0053,10K Steps Challenge,exercise,3,2025-10-22,,False,0,2
user_0053,Mindful Eating,meals,4,2025-09-17,,False,0,3
user_0053,Breathwork Beginner,meditation,1,2025-09-26,2025-10-03,True,50,3
user_0053,Evening Yoga,exercise,2,2025-11-13,2025-11-18,True,100,1
user_0053,Hydration Hero,water,1,2025-09-06,2025-09-09,True,50,2
user_0053,Breathwork Beginner,meditation,1,2025-11-26,,False,0,3
user_0053,10K Steps Challenge,exercise,3,2025-09-11,2025-09-16,True,150,2
user_0053,10K Steps Challenge,exercise,3,2025-10-08,2025-10-13,True,150,2
user_0053,Mindful Eating,meals,4,2025-10-30,2025-11-04,True,200,1
user_0054,Breathwork Beginner,meditation,1,2025-10-11,,False,0,1
user_0054,Evening Yoga,exercise,2,2025-10-25,,False,0,3
user_0054,10K Steps Challenge,exercise,3,2025-10-11,,False,0,1
user_0054,7-Day Streak,exercise,5,2025-11-23,,False,0,2
user_0055,Breathwork Beginner,meditation,1,2025-09-30,2025-10-03,True,50,2
user_0055,Hydration Hero,water,1,2025-09-21,2025-09-24,True,50,1
user_0055,Breathwork Beginner,meditation,1,2025-09-29,,False,0,1
user_0055,7-Day Streak,exercise,5,2025-11-29,2025-12-06,True,250,3
user_0055,Evening Yoga,exercise,2,2025-11-24,2025-11-29,True,100,3
user_0056,Evening Yoga,exercise,2,2025-11-24,2025-11-25,True,100,1
user_0056,10K Steps Challenge,exercise,3,2025-09-14,2025-09-18,True,150,2
user_0056,Mindful Eating,meals,4,2025-09-19,2025-09-21,True,200,1
user_0056,Breathwork Beginner,meditation,1,2025-10-02,2025-10-08,True,50,1
user_0056,Breathwork Beginner,meditation,1,2025-10-23,2025-10-30,True,50,1
user_0056,Mindful Eating,meals,4,2025-11-17,,False,0,2
user_0056,Hydration Hero,water,1,2025-10-15,,False,0,2
user_0056,Sleep Sanctuary,sleep,3,2025-11-27,2025-12-02,True,150,1
user_0056,Breathwork Beginner,meditation,1,2025-09-14,,False,0,3
user_0056,Sleep Sanctuary,sleep,3,2025-09-19,2025-09-24,True,150,1
user_0057,Breathwork Beginner,meditation,1,2025-10-17,,False,0,2
user_0058,10K Steps Challenge,exercise,3,2025-09-14,2025-09-20,True,150,1
user_0058,Hydration Hero,water,1,2025-09-29,,False,0,3
user_0058,7-Day Streak,exercise,5,2025-10-19,,False,0,1
user_0058,7-Day Streak,exercise,5,2025-09-22,,False,0,1
