user_id,date,steps,meditation_minutes,water_glasses,sleep_hours,meals_logged,exercise_minutes,current_streak,completed_daily_goal
user_0000,2025-10-18,1114,0,5,6.2,2,0,0,False
user_0000,2025-10-19,6563,0,7,7.2,3,24,1,True
user_0000,2025-10-20,1998,0,4,5.0,3,0,0,False
user_0000,2025-10-21,1419,0,1,6.7,1,0,0,False
user_0000,2025-10-22,4604,12,8,7.9,1,37,1,True
user_0000,2025-10-23,1649,0,5,5.1,1,0,0,False
user_0000,2025-10-24,2594,0,3,5.1,3,0,0,False
user_0000,2025-10-25,6835,0,6,7.8,2,11,1,True
user_0000,2025-10-26,529,0,5,5.1,2,0,0,False
user_0000,2025-10-27,1463,0,4,4.0,2,0,0,False
user_0000,2025-10-28,5305,0,6,8.7,0,57,1,True
user_0000,2025-10-29,2250,0,2,6.4,3,0,0,False
user_0000,2025-10-30,3909,18,10,7.0,2,46,1,True
user_0000,2025-10-31,876,0,4,4.1,1,0,0,False
user_0000,2025-11-01,4673,0,10,6.5,0,5,1,True
user_0000,2025-11-02,1467,0,2,4.1,2,0,0,False
user_0000,2025-11-03,2417,0,4,5.6,3,0,0,False
user_0000,2025-11-04,1254,0,4,5.5,0,0,0,False
user_0000,2025-11-05,2665,0,0,5.5,3,0,0,False
user_0000,2025-11-06,2762,0,1,6.3,0,0,0,False
user_0000,2025-11-07,2378,0,0,6.2,2,0,0,False
user_0000,2025-11-08,2914,0,7,7.1,3,60,1,True
user_0000,2025-11-09,1011,0,5,4.8,2,0,0,False
user_0000,2025-11-10,1022,0,1,4.9,3,0,0,False
user_0000,2025-11-11,2572,0,1,4.3,3,0,0,False
user_0000,2025-11-12,5044,20,7,8.0,1,43,1,True
user_0000,2025-11-13,5042,0,10,8.8,0,47,2,True
user_0000,2025-11-14,5002,0,8,8.8,2,1,3,True
user_0000,2025-11-15,2740,0,2,5.5,3,0,0,False
user_0000,2025-11-16,5046,0,10,7.9,2,8,1,True
user_0000,2025-11-17,2390,10,10,8.0,1,47,2,True
user_0000,2025-11-18,4515,0,8,6.5,3,5,3,True
user_0000,2025-11-19,2791,0,0,5.5,3,0,0,False
user_0000,2025-11-20,4301,0,8,7.4,3,12,1,True
user_0000,2025-11-21,3182,0,10,8.5,1,6,2,True
user_0000,2025-11-22,2959,0,5,6.4,0,0,0,False
user_0000,2025-11-23,963,0,5,5.3,1,0,0,False
user_0000,2025-11-24,4624,0,7,7.8,0,38,1,True
user_0000,2025-11-25,2415,0,3,5.3,2,0,0,False
user_0000,2025-11-26,539,0,2,4.5,0,0,0,False
user_0000,2025-11-27,1090,0,0,4.6,3,0,0,False
user_0000,2025-11-28,2482,0,1,4.5,1,0,0,False
user_0000,2025-11-29,1586,0,1,6.4,0,0,0,False
user_0000,2025-11-30,3185,0,10,6.9,0,22,1,True
user_0000,2025-12-01,2327,0,0,4.5,2,0,0,False
user_0000,2025-12-02,5105,0,10,6.8,3,15,1,True
user_0000,2025-12-03,3960,0,8,6.2,2,44,2,True
user_0000,2025-12-04,642,0,0,5.9,2,0,0,False
user_0001,2025-09-06,2764,0,1,6.4,1,0,0,False
user_0001,2025-09-07,5292,0,8,6.5,0,22,1,True
user_0001,2025-09-08,6816,11,10,7.1,3,2,2,True
user_0001,2025-09-09,2467,0,0,4.1,0,0,0,False
user_0001,2025-09-10,3634,25,8,6.5,3,50,1,True
user_0001,2025-09-11,2861,0,0,4.3,0,0,0,False
user_0001,2025-09-12,846,0,1,6.7,0,0,0,False
user_0001,2025-09-13,4782,0,8,6.7,1,55,1,True
user_0001,2025-09-14,3075,0,6,8.7,3,47,2,True
user_0001,2025-09-15,5038,9,6,7.7,2,32,3,True
user_0001,2025-09-16,627,0,5,6.8,3,0,0,False
user_0001,2025-09-17,2652,0,2,5.0,2,0,0,False
user_0001,2025-09-18,1115,0,5,6.9,0,0,0,False
user_0001,2025-09-19,2578,0,1,4.5,2,0,0,False
user_0001,2025-09-20,1898,0,2,7.0,3,0,0,False
user_0001,2025-09-21,2701,0,4,6.2,3,0,0,False
user_0001,2025-09-22,1680,0,0,6.7,3,0,0,False
user_0001,2025-09-23,4191,0,9,7.4,1,26,1,True
user_0001,2025-09-24,2851,0,6,6.5,2,59,2,True
user_0001,2025-09-25,2385,0,1,5.1,0,0,0,False
user_0001,2025-09-26,5519,0,9,8.8,0,47,1,True
user_0001,2025-09-27,2508,0,7,7.9,1,11,2,True
user_0001,2025-09-28,6863,14,8,7.6,2,21,3,True
user_0001,2025-09-29,2666,0,5,5.9,1,0,0,False
user_0001,2025-09-30,5274,14,7,6.5,3,8,1,True
user_0001,2025-10-01,3452,5,10,7.3,2,39,2,True
user_0001,2025-10-02,1389,0,4,4.5,0,0,0,False
user_0001,2025-10-03,1566,0,1,5.2,3,0,0,False
user_0001,2025-10-04,716,0,3,5.4,0,0,0,False
user_0001,2025-10-05,1597,0,5,6.4,3,0,0,False
user_0001,2025-10-06,2959,0,2,4.8,3,0,0,False
user_0001,2025-10-07,1979,0,0,4.1,0,0,0,False
user_0001,2025-10-08,2545,0,7,8.9,2,3,1,True
user_0001,2025-10-09,3280,25,6,8.0,1,7,2,True
user_0001,2025-10-10,2716,0,2,4.4,0,0,0,False
user_0001,2025-10-11,4572,11,7,8.0,0,32,1,True
user_0001,2025-10-12,3935,0,6,6.6,2,56,2,True
user_0001,2025-10-13,3524,10,10,8.9,2,36,3,True
user_0001,2025-10-14,2307,18,9,6.4,1,10,4,True
user_0001,2025-10-15,4265,0,6,7.5,3,21,5,True
user_0001,2025-10-16,2729,0,4,4.4,2,0,0,False
user_0001,2025-10-17,2733,0,1,6.3,0,0,0,False
user_0001,2025-10-18,2564,0,6,7.8,2,26,1,True
user_0001,2025-10-19,1732,0,2,4.5,0,0,0,False
user_0001,2025-10-20,3416,22,7,8.7,3,10,1,True
user_0001,2025-10-21,3489,0,6,8.3,2,33,2,True
user_0001,2025-10-22,4981,21,10,7.7,3,32,3,True
user_0001,2025-10-23,729,0,0,5.8,2,0,0,False
user_0001,2025-10-24,3832,11,9,8.2,0,1,1,True
user_0001,2025-10-25,5788,29,8,8.7,0,43,2,True
user_0001,2025-10-26,6179,0,6,7.7,1,32,3,True
user_0001,2025-10-27,1430,0,4,6.6,0,0,0,False
user_0001,2025-10-28,2572,0,7,8.8,0,38,1,True
user_0001,2025-10-29,2961,0,3,6.7,3,0,0,False
user_0001,2025-10-30,893,0,4,4.1,2,0,0,False
user_0001,2025-10-31,710,0,1,4.7,1,0,0,False
user_0001,2025-11-01,1977,0,4,6.9,0,0,0,False
user_0001,2025-11-02,713,0,1,5.7,3,0,0,False
user_0001,2025-11-03,2200,0,0,4.6,2,0,0,False
user_0001,2025-11-04,1339,0,3,4.8,2,0,0,False
user_0001,2025-11-05,5743,8,7,8.3,3,25,1,True
user_0001,2025-11-06,4222,0,10,8.3,2,58,2,True
user_0001,2025-11-07,550,0,5,6.3,2,0,0,False
user_0001,2025-11-08,867,0,2,7.0,2,0,0,False
user_0001,2025-11-09,6362,0,7,6.1,3,43,1,True
user_0001,2025-11-10,972,0,0,5.5,0,0,0,False
user_0001,2025-11-11,2943,0,9,6.0,0,50,1,True
user_0001,2025-11-12,6671,28,7,7.2,2,40,2,True
user_0001,2025-11-13,1018,0,3,4.8,3,0,0,False
user_0001,2025-11-14,3088,0,7,6.7,2,45,1,True
user_0001,2025-11-15,6443,22,9,7.7,1,2,2,True
user_0001,2025-11-16,600,0,1,6.2,1,0,0,False
user_0001,2025-11-17,6373,16,9,8.9,2,6,1,True
user_0001,2025-11-18,6395,7,10,8.3,0,42,2,True
user_0001,2025-11-19,5983,0,8,6.1,1,26,3,True
user_0001,2025-11-20,3132,29,6,7.3,2,49,4,True
user_0001,2025-11-21,856,0,0,5.9,0,0,0,False
user_0001,2025-11-22,2509,0,3,5.9,1,0,0,False
user_0001,2025-11-23,3427,0,8,6.1,2,45,1,True
user_0001,2025-11-24,1408,0,1,4.8,3,0,0,False
user_0001,2025-11-25,2762,0,2,5.9,1,0,0,False
user_0001,2025-11-26,6025,0,6,7.7,0,4,1,True
user_0001,2025-11-27,6409,0,8,7.7,1,8,2,True
user_0001,2025-11-28,1881,0,0,4.7,0,0,0,False
user_0001,2025-11-29,2439,0,5,4.3,3,0,0,False
user_0001,2025-11-30,6526,0,10,7.0,3,48,1,True
user_0001,2025-12-01,2610,0,8,7.7,3,45,2,True
user_0001,2025-12-02,2778,0,4,5.7,2,0,0,False
user_0001,2025-12-03,3642,0,10,8.7,1,56,1,True
user_0001,2025-12-04,2748,0,2,4.5,0,0,0,False
user_0002,2025-09-06,3801,0,8,6.7,3,14,1,True
user_0002,2025-09-07,4838,29,6,9.0,1,13,2,True
user_0002,2025-09-08,2452,0,1,4.0,2,0,0,False
user_0002,2025-09-09,6983,0,7,7.1,3,49,1,True
user_0002,2025-09-10,6329,6,9,7.5,3,27,2,True
user_0002,2025-09-11,3513,0,8,7.7,0,49,3,True
user_0002,2025-09-12,4053,16,10,8.6,2,42,4,True
user_0002,2025-09-13,2305,0,3,4.2,1,0,0,False
user_0002,2025-09-14,590,0,1,5.0,2,0,0,False
user_0002,2025-09-15,1636,0,0,6.7,3,0,0,False
user_0002,2025-09-16,2231,0,1,5.8,0,0,0,False
user_0002,2025-09-17,5895,0,6,6.9,3,39,1,True
user_0002,2025-09-18,2537,0,0,4.5,2,0,0,False
user_0002,2025-09-19,1504,0,5,5.4,0,0,0,False
user_0002,2025-09-20,5323,0,8,7.7,0,53,1,True
user_0002,2025-09-21,5210,27,8,7.3,2,41,2,True
user_0002,2025-09-22,2799,0,1,6.8,0,0,0,False
user_0002,2025-09-23,862,0,2,4.9,2,0,0,False
user_0002,2025-09-24,575,0,5,4.7,1,0,0,False
user_0002,2025-09-25,5049,11,6,8.0,2,1,1,True
user_0002,2025-09-26,2700,0,5,6.7,1,0,0,False
user_0002,2025-09-27,2835,0,3,6.4,3,0,0,False
user_0002,2025-09-28,6759,0,7,7.2,3,26,1,True
user_0002,2025-09-29,1621,0,5,4.2,0,0,0,False
user_0002,2025-09-30,4280,0,6,8.5,2,21,1,True
user_0002,2025-10-01,2616,0,0,4.3,2,0,0,False
user_0002,2025-10-02,1442,0,1,4.8,3,0,0,False
user_0002,2025-10-03,2253,0,1,6.0,3,0,0,False
user_0002,2025-10-04,1974,0,1,5.5,2,0,0,False
user_0002,2025-10-05,1305,0,2,4.0,1,0,0,False
user_0002,2025-10-06,5187,7,6,7.7,0,47,1,True
user_0002,2025-10-07,706,0,5,5.6,0,0,0,False
user_0002,2025-10-08,1645,0,1,6.6,0,0,0,False
user_0002,2025-10-09,6705,20,10,7.0,0,36,1,True
user_0002,2025-10-10,2380,0,2,6.4,1,0,0,False
user_0002,2025-10-11,1287,0,3,5.3,2,0,0,False
user_0002,2025-10-12,2122,0,9,7.4,1,40,1,True
user_0002,2025-10-13,613,0,4,5.5,1,0,0,False
user_0002,2025-10-14,1693,0,5,5.6,1,0,0,False
user_0002,2025-10-15,6497,0,7,8.7,1,32,1,True
user_0002,2025-10-16,2274,0,1,6.1,0,0,0,False
user_0002,2025-10-17,3839,0,10,6.2,0,26,1,True
user_0002,2025-10-18,974,0,2,6.7,2,0,0,False
user_0002,2025-10-19,2633,0,10,7.2,0,1,1,True
user_0002,2025-10-20,2129,0,4,4.3,3,0,0,False
user_0002,2025-10-21,1220,0,2,5.8,1,0,0,False
user_0002,2025-10-22,5797,0,8,6.4,3,50,1,True
user_0002,2025-10-23,1747,0,1,6.0,2,0,0,False
user_0002,2025-10-24,1003,0,5,5.3,1,0,0,False
user_0002,2025-10-25,3153,0,9,6.7,1,30,1,True
user_0002,2025-10-26,1118,0,1,4.7,2,0,0,False
user_0002,2025-10-27,2760,0,2,5.6,2,0,0,False
user_0002,2025-10-28,5433,9,9,7.6,0,43,1,True
user_0002,2025-10-29,3565,0,8,6.0,0,13,2,True
user_0002,2025-10-30,2882,0,0,6.4,2,0,0,False
user_0002,2025-10-31,963,0,5,4.8,0,0,0,False
user_0002,2025-11-01,2528,0,0,6.4,3,0,0,False
user_0002,2025-11-02,2468,0,4,6.6,0,0,0,False
user_0002,2025-11-03,712,0,3,6.4,3,0,0,False
user_0002,2025-11-04,971,0,0,6.1,2,0,0,False
user_0002,2025-11-05,6477,10,7,8.5,0,24,1,True
user_0002,2025-11-06,682,0,0,4.5,0,0,0,False
user_0002,2025-11-07,1188,0,5,4.7,1,0,0,False
user_0002,2025-11-08,2886,0,9,7.0,2,39,1,True
user_0002,2025-11-09,2059,0,5,5.2,0,0,0,False
user_0002,2025-11-10,3406,0,10,7.8,0,53,1,True
user_0002,2025-11-11,2032,0,4,6.3,0,0,0,False
user_0002,2025-11-12,5033,16,9,7.8,2,16,1,True
user_0002,2025-11-13,1135,0,1,4.1,3,0,0,False
user_0002,2025-11-14,6375,10,8,8.0,1,40,1,True
user_0002,2025-11-15,1639,0,4,5.1,1,0,0,False
user_0002,2025-11-16,1909,0,5,6.0,2,0,0,False
user_0002,2025-11-17,2985,0,4,6.5,3,0,0,False
user_0002,2025-11-18,2886,0,4,5.4,1,0,0,False
user_0002,2025-11-19,1592,0,1,6.7,3,0,0,False
user_0002,2025-11-20,3344,0,10,7.5,3,13,1,True
user_0002,2025-11-21,5603,0,7,6.7,0,41,2,True
user_0002,2025-11-22,816,0,2,6.2,2,0,0,False
user_0002,2025-11-23,5082,0,8,8.9,1,17,1,True
user_0002,2025-11-24,3044,17,9,8.4,1,11,2,True
user_0002,2025-11-25,2075,0,7,6.5,2,44,3,True
user_0002,2025-11-26,2484,0,8,7.3,1,59,4,True
user_0002,2025-11-27,1978,0,0,5.0,2,0,0,False
user_0002,2025-11-28,4690,0,9,7.6,2,21,1,True
user_0002,2025-11-29,4096,0,10,8.8,0,27,2,True
user_0002,2025-11-30,2791,0,4,4.3,3,0,0,False
user_0002,2025-12-01,1277,0,2,4.0,2,0,0,False
user_0002,2025-12-02,1531,0,2,4.4,1,0,0,False
user_0002,2025-12-03,4985,27,7,6.0,0,49,1,True
user_0002,2025-12-04,2031,0,4,4.6,1,0,0,False
user_0003,2025-09-06,2596,0,3,4.7,2,0,0,False
user_0003,2025-09-07,2450,0,0,6.5,1,0,0,False
user_0003,2025-09-08,2002,0,7,6.1,0,30,1,True
user_0003,2025-09-09,1381,0,1,5.7,2,0,0,False
user_0003,2025-09-10,1590,0,10,7.4,2,31,1,True
user_0003,2025-09-11,2601,0,9,9.0,2,41,2,True
user_0003,2025-09-12,977,0,1,4.0,2,0,0,False
user_0003,2025-09-13,2168,0,0,5.0,1,0,0,False
user_0003,2025-09-14,2272,0,3,4.2,3,0,0,False
user_0003,2025-09-15,1427,0,1,4.7,1,0,0,False
user_0003,2025-09-16,2522,0,4,4.9,0,0,0,False
user_0003,2025-09-17,2980,0,4,6.9,0,0,0,False
user_0003,2025-09-18,591,0,5,4.5,1,0,0,False
user_0003,2025-09-19,2588,0,1,4.1,1,0,0,False
user_0003,2025-09-20,2073,0,7,8.0,1,11,1,True
user_0003,2025-09-21,643,0,8,7.3,1,59,2,True
user_0003,2025-09-22,2487,0,5,5.2,0,0,0,False
user_0003,2025-09-23,1700,0,2,6.6,0,0,0,False
user_0003,2025-09-24,2733,0,5,6.9,3,0,0,False
user_0003,2025-09-25,914,0,5,6.9,2,0,0,False
user_0003,2025-09-26,1943,0,5,6.9,1,0,0,False
user_0003,2025-09-27,2172,0,3,5.7,1,0,0,False
user_0003,2025-09-28,2237,0,3,5.9,2,0,0,False
user_0003,2025-09-29,611,0,0,4.7,1,0,0,False
user_0003,2025-09-30,1240,0,1,4.2,2,0,0,False
user_0003,2025-10-01,1581,0,5,5.9,2,0,0,False
user_0003,2025-10-02,939,0,3,5.1,3,0,0,False
user_0003,2025-10-03,2367,0,0,5.1,2,0,0,False
user_0003,2025-10-04,1240,0,0,4.3,1,0,0,False
user_0003,2025-10-05,2930,0,0,5.4,0,0,0,False
user_0003,2025-10-06,2639,0,8,6.6,1,40,1,True
user_0003,2025-10-07,2876,0,3,5.3,2,0,0,False
user_0003,2025-10-08,2296,0,6,7.2,3,1,1,True
user_0003,2025-10-09,1357,0,4,5.1,3,0,0,False
user_0003,2025-10-10,2974,0,8,6.2,2,4,1,True
user_0003,2025-10-11,1657,0,10,9.0,1,53,2,True
user_0003,2025-10-12,2072,15,9,7.6,0,57,3,True
user_0003,2025-10-13,1776,0,7,7.3,2,48,4,True
user_0003,2025-10-14,2086,0,5,6.2,3,0,0,False
user_0003,2025-10-15,1273,0,3,5.7,2,0,0,False
user_0003,2025-10-16,1906,0,2,6.2,2,0,0,False
user_0003,2025-10-17,962,0,4,5.1,3,0,0,False
user_0003,2025-10-18,2842,0,6,8.0,2,20,1,True
user_0003,2025-10-19,1606,0,2,5.5,3,0,0,False
user_0003,2025-10-20,1301,0,5,5.3,3,0,0,False
user_0003,2025-10-21,2231,0,0,6.8,2,0,0,False
user_0003,2025-10-22,979,0,5,6.2,3,0,0,False
user_0003,2025-10-23,715,0,4,5.9,2,0,0,False
user_0003,2025-10-24,2620,0,5,6.8,3,0,0,False
user_0003,2025-10-25,2069,0,5,5.5,2,0,0,False
user_0003,2025-10-26,1934,0,2,5.2,2,0,0,False
user_0003,2025-10-27,1153,30,6,6.4,2,5,1,True
user_0003,2025-10-28,1631,0,3,5.0,1,0,0,False
user_0003,2025-10-29,723,0,9,6.2,1,37,1,True
user_0003,2025-10-30,854,0,2,4.8,0,0,0,False
user_0003,2025-10-31,2752,0,10,7.3,2,10,1,True
user_0003,2025-11-01,2779,0,3,5.7,3,0,0,False
user_0003,2025-11-02,2393,0,5,6.9,2,0,0,False
user_0003,2025-11-03,924,0,2,5.7,2,0,0,False
user_0003,2025-11-04,1787,0,0,5.5,1,0,0,False
user_0003,2025-11-05,1940,0,3,4.1,0,0,0,False
user_0003,2025-11-06,1124,0,0,6.4,2,0,0,False
user_0003,2025-11-07,2344,0,5,4.9,1,0,0,False
user_0003,2025-11-08,1081,0,2,4.9,2,0,0,False
user_0003,2025-11-09,620,0,0,5.2,0,0,0,False
user_0003,2025-11-10,1393,0,2,4.9,2,0,0,False
user_0003,2025-11-11,2126,0,4,4.9,0,0,0,False
user_0003,2025-11-12,2881,0,10,8.4,3,6,1,True
user_0003,2025-11-13,2567,0,5,5.3,1,0,0,False
user_0003,2025-11-14,985,0,4,6.0,1,0,0,False
user_0003,2025-11-15,2554,0,1,4.5,0,0,0,False
user_0003,2025-11-16,2268,0,3,5.7,2,0,0,False
user_0003,2025-11-17,1056,0,4,6.2,2,0,0,False
user_0003,2025-11-18,2472,0,4,6.4,0,0,0,False
user_0003,2025-11-19,601,0,1,5.6,0,0,0,False
user_0003,2025-11-20,2419,0,2,4.2,0,0,0,False
user_0003,2025-11-21,721,0,4,6.9,3,0,0,False
user_0003,2025-11-22,664,0,5,4.3,1,0,0,False
user_0003,2025-11-23,2631,0,3,5.8,2,0,0,False
user_0003,2025-11-24,2702,0,2,4.6,3,0,0,False
user_0003,2025-11-25,2786,0,4,5.9,0,0,0,False
user_0003,2025-11-26,2280,0,3,6.2,3,0,0,False
user_0003,2025-11-27,563,0,2,4.4,3,0,0,False
user_0003,2025-11-28,1495,0,3,4.7,3,0,0,False
user_0003,2025-11-29,1689,0,1,5.6,3,0,0,False
user_0003,2025-11-30,2017,0,1,4.2,0,0,0,False
user_0003,2025-12-01,2642,0,5,5.4,2,0,0,False
user_0003,2025-12-02,2413,0,6,8.9,2,27,1,True
user_0003,2025-12-03,662,0,6,8.8,1,16,2,True
user_0003,2025-12-04,1887,0,4,4.4,1,0,0,False
user_0004,2025-09-06,2834,0,3,5.4,3,0,0,False
user_0004,2025-09-07,1073,0,1,6.7,2,0,0,False
user_0004,2025-09-08,792,0,2,5.9,3,0,0,False
user_0004,2025-09-09,1762,0,2,6.1,0,0,0,False
user_0004,2025-09-10,1056,0,1,6.3,2,0,0,False
user_0004,2025-09-11,3757,0,10,9.0,3,35,1,True
user_0004,2025-09-12,3498,0,8,6.0,1,40,2,True
user_0004,2025-09-13,3356,0,10,7.3,2,52,3,True
user_0004,2025-09-14,532,0,2,4.4,3,0,0,False
user_0004,2025-09-15,2460,0,7,7.4,1,27,1,True
user_0004,2025-09-16,3894,0,10,6.9,2,43,2,True
user_0004,2025-09-17,5617,30,6,6.2,2,19,3,True
user_0004,2025-09-18,3920,0,9,7.8,1,60,4,True
user_0004,2025-09-19,2791,0,8,7.6,0,21,5,True
user_0004,2025-09-20,2709,0,7,6.3,1,59,6,True
user_0004,2025-09-21,6373,0,7,8.7,2,52,7,True
user_0004,2025-09-22,1505,0,4,4.6,2,0,0,False
user_0004,2025-09-23,2092,0,3,4.9,0,0,0,False
user_0004,2025-09-24,2422,21,10,8.5,2,16,1,True
user_0004,2025-09-25,5853,0,6,7.8,1,32,2,True
user_0004,2025-09-26,2106,0,9,6.7,0,41,3,True
user_0004,2025-09-27,2776,0,2,5.2,3,0,0,False
user_0004,2025-09-28,2118,0,3,5.9,1,0,0,False
user_0004,2025-09-29,1250,0,4,4.7,2,0,0,False
user_0004,2025-09-30,1537,0,4,6.8,1,0,0,False
user_0004,2025-10-01,2667,21,8,8.0,0,35,1,True
user_0004,2025-10-02,572,0,4,6.2,2,0,0,False
user_0004,2025-10-03,2740,0,3,4.5,0,0,0,False
user_0004,2025-10-04,2089,0,3,5.7,0,0,0,False
user_0004,2025-10-05,2190,0,5,4.2,2,0,0,False
user_0004,2025-10-06,6218,16,8,7.0,2,52,1,True
user_0004,2025-10-07,1773,0,3,6.7,2,0,0,False
user_0004,2025-10-08,4218,0,7,8.2,2,60,1,True
user_0004,2025-10-09,2171,12,7,8.9,0,40,2,True
user_0004,2025-10-10,5706,0,7,8.4,0,30,3,True
user_0004,2025-10-11,1262,0,2,4.5,3,0,0,False
user_0004,2025-10-12,2026,0,5,5.4,0,0,0,False
user_0004,2025-10-13,1937,0,5,5.7,0,0,0,False
user_0004,2025-10-14,2874,0,3,5.0,2,0,0,False
user_0004,2025-10-15,3351,0,7,6.8,3,37,1,True
user_0004,2025-10-16,4201,0,8,6.7,0,59,2,True
user_0004,2025-10-17,1975,0,2,5.5,3,0,0,False
user_0004,2025-10-18,911,0,4,4.2,0,0,0,False
user_0004,2025-10-19,1939,0,5,5.9,0,0,0,False
user_0004,2025-10-20,2570,0,7,6.3,1,48,1,True
user_0004,2025-10-21,1580,0,1,4.2,2,0,0,False
user_0004,2025-10-22,3351,0,8,8.5,2,36,1,True
user_0004,2025-10-23,592,0,2,5.2,2,0,0,False
user_0004,2025-10-24,1194,0,5,7.0,0,0,0,False
user_0004,2025-10-25,1662,0,2,5.6,0,0,0,False
user_0004,2025-10-26,4499,0,10,6.9,0,7,1,True
user_0004,2025-10-27,1431,0,4,4.3,0,0,0,False
user_0004,2025-10-28,2619,0,3,4.2,2,0,0,False
user_0004,2025-10-29,1384,0,2,6.1,2,0,0,False
user_0004,2025-10-30,1500,0,2,6.4,3,0,0,False
user_0004,2025-10-31,2379,0,8,6.6,1,26,1,True
user_0004,2025-11-01,4593,0,9,7.6,3,16,2,True
user_0004,2025-11-02,5176,27,9,7.9,3,49,3,True
user_0004,2025-11-03,582,0,5,6.6,0,0,0,False
user_0004,2025-11-04,1911,0,0,4.8,0,0,0,False
user_0004,2025-11-05,2031,0,0,4.8,2,0,0,False
user_0004,2025-11-06,568,0,2,5.2,2,0,0,False
user_0004,2025-11-07,2509,0,5,6.1,1,0,0,False
user_0004,2025-11-08,2808,0,6,8.1,0,30,1,True
user_0004,2025-11-09,932,0,3,4.1,1,0,0,False
user_0004,2025-11-10,6182,0,7,6.9,1,1,1,True
user_0004,2025-11-11,6543,12,6,6.8,2,37,2,True
user_0004,2025-11-12,2037,0,4,5.8,1,0,0,False
user_0004,2025-11-13,1898,0,1,7.0,3,0,0,False
user_0004,2025-11-14,1375,0,5,6.4,0,0,0,False
user_0004,2025-11-15,2097,0,4,6.6,0,0,0,False
user_0004,2025-11-16,4213,0,8,6.6,2,21,1,True
user_0004,2025-11-17,1588,0,2,5.9,1,0,0,False
user_0004,2025-11-18,699,0,0,4.6,2,0,0,False
user_0004,2025-11-19,1999,0,2,6.5,2,0,0,False
user_0004,2025-11-20,1452,0,4,4.4,0,0,0,False
user_0004,2025-11-21,5727,0,7,6.9,2,20,1,True
user_0004,2025-11-22,3538,0,10,6.8,1,36,2,True
user_0004,2025-11-23,4757,0,7,8.3,0,52,3,True
user_0004,2025-11-24,2157,0,4,5.3,3,0,0,False
user_0004,2025-11-25,2978,0,9,6.4,0,60,1,True
user_0004,2025-11-26,1474,0,2,6.0,2,0,0,False
user_0004,2025-11-27,2118,0,1,5.3,2,0,0,False
user_0004,2025-11-28,983,0,3,5.3,3,0,0,False
user_0004,2025-11-29,1060,0,3,5.8,3,0,0,False
user_0004,2025-11-30,1304,0,4,5.1,1,0,0,False
user_0004,2025-12-01,786,0,3,6.1,3,0,0,False
user_0004,2025-12-02,2248,0,3,5.1,1,0,0,False
user_0004,2025-12-03,633,0,4,6.1,1,0,0,False
user_0004,2025-12-04,1219,0,4,6.0,1,0,0,False
