user_id,interaction_type,date
user_0005,like,2025-11-10
user_0005,share,2025-11-08
user_0005,like,2025-11-13
user_0005,share,2025-11-17
user_0005,comment,2025-11-06
user_0005,share,2025-11-06
user_0005,comment,2025-11-24
user_0005,comment,2025-11-08
user_0005,comment,2025-11-18
user_0005,comment,2025-11-27
user_0005,comment,2025-11-17
user_0005,share,2025-12-02
user_0005,like,2025-11-27
user_0005,comment,2025-11-16
user_0005,like,2025-11-09
user_0005,share,2025-11-22
user_0005,share,2025-12-04
user_0005,like,2025-11-12
user_0005,like,2025-11-06
user_0005,share,2025-11-15
user_0005,comment,2025-11-18
user_0005,comment,2025-11-08
user_0005,share,2025-11-29
user_0005,comment,2025-11-19
user_0005,share,2025-12-02
user_0005,share,2025-11-11
user_0005,share,2025-11-06
user_0005,share,2025-11-12
user_0005,like,2025-12-04
user_0005,like,2025-11-26
user_0005,comment,2025-11-05
user_0005,like,2025-11-26
user_0005,like,2025-11-26
user_0005,share,2025-11-11
user_0005,comment,2025-11-07
user_0005,comment,2025-11-30
user_0005,comment,2025-11-28
user_0005,like,2025-11-11
user_0005,comment,2025-11-09
user_0005,like,2025-11-18
user_0005,comment,2025-11-06
user_0005,comment,2025-11-17
user_0005,share,2025-11-27
user_0005,comment,2025-11-13
user_0005,share,2025-11-06
user_0005,like,2025-11-28
user_0005,comment,2025-11-17
user_0005,like,2025-11-16
user_0005,share,2025-11-26
user_0005,like,2025-11-14
user_0005,comment,2025-11-26
user_0005,comment,2025-11-27
user_0005,comment,2025-11-30
user_0005,comment,2025-11-10
user_0005,like,2025-11-20
user_0005,comment,2025-12-04
user_0005,share,2025-11-27
user_0005,comment,2025-11-23
user_0005,share,2025-11-14
user_0005,like,2025-11-22
user_0005,share,2025-11-13
user_0005,like,2025-11-07
user_0005,like,2025-11-17
user_0005,like,2025-11-22
user_0005,comment,2025-11-14
user_0005,share,2025-11-29
user_0005,share,2025-11-24
user_0005,share,2025-11-19
user_0005,comment,2025-11-19
user_0005,comment,2025-11-29
user_0006,comment,2025-11-29
user_0006,comment,2025-11-14
user_0006,like,2025-11-21
user_0006,share,2025-11-30
user_0006,comment,2025-11-05
user_0006,like,2025-11-18
user_0006,comment,2025-11-05
user_0006,share,2025-11-18
user_0006,like,2025-11-08
user_0006,like,2025-11-17
user_0006,comment,2025-11-06
user_0006,comment,2025-11-24
user_0006,share,2025-11-27
user_0006,comment,2025-11-08
user_0006,comment,2025-11-29
user_0006,like,2025-11-10
user_0006,like,2025-12-03
user_0006,like,2025-11-15
user_0006,share,2025-11-13
user_0006,share,2025-11-15
user_0006,comment,2025-11-05
user_0006,share,2025-11-14
user_0006,share,2025-11-13
user_0006,like,2025-11-23
user_0006,like,2025-11-17
user_0006,like,2025-11-19
user_0006,share,2025-11-19
user_0006,comment,2025-11-13
user_0006,share,2025-12-02
user_0006,like,2025-11-18
user_0006,share,2025-11-24
user_0006,share,2025-11-24
user_0006,share,2025-11-12
user_0006,like,2025-11-12
user_0006,comment,2025-11-30
user_0006,share,2025-11-16
user_0006,comment,2025-11-28
user_0006,like,2025-11-22
user_0006,comment,2025-11-24
user_0006,like,2025-11-16
user_0006,comment,2025-11-21
user_0006,like,2025-11-25
user_0006,share,2025-11-26
user_0006,comment,2025-11-11
user_0006,like,2025-11-20
user_0006,share,2025-11-15
user_0006,like,2025-11-19
user_0006,share,2025-11-18
user_0006,share,2025-11-28
user_0006,like,2025-11-16
user_0006,like,2025-11-13
user_0006,like,2025-11-10
user_0006,share,2025-11-09
user_0006,like,2025-12-02
user_0006,like,2025-12-04
user_0006,like,2025-11-17
user_0006,like,2025-11-09
user_0006,share,2025-11-27
user_0006,share,2025-11-18
user_0006,like,2025-11-14
user_0006,share,2025-11-23
user_0006,like,2025-11-30
user_0006,like,2025-11-21
user_0006,comment,2025-11-24
user_0006,share,2025-11-30
user_0006,comment,2025-11-05
user_0006,comment,2025-11-27
user_0006,like,2025-11-26
user_0006,share,2025-11-26
user_0006,share,2025-11-17
user_0006,like,2025-12-04
user_0006,like,2025-11-06
user_0006,comment,2025-11-20
user_0006,like,2025-11-29
user_0006,comment,2025-11-20
user_0006,comment,2025-11-07
user_0006,like,2025-11-19
user_0006,share,2025-11-07
user_0006,like,2025-11-11
user_0006,comment,2025-11-19
user_0006,comment,2025-11-14
user_0006,share,2025-11-27
user_0006,like,2025-12-02
user_0006,like,2025-11-19
user_0006,share,2025-11-29
user_0006,share,2025-11-27
user_0006,comment,2025-11-08
user_0006,like,2025-11-24
user_0006,share,2025-11-16
user_0006,share,2025-11-12
user_0006,like,2025-11-12
user_0006,share,2025-11-08
user_0006,share,2025-11-09
user_0006,share,2025-11-14
user_0006,comment,2025-11-10
user_0007,comment,2025-12-04
user_0007,comment,2025-11-18
user_0007,comment,2025-11-15
user_0007,like,2025-11-15
user_0007,share,2025-11-18
user_0007,share,2025-11-19
user_0007,like,2025-11-19
user_0007,comment,2025-11-05
user_0007,share,2025-12-01
user_0007,comment,2025-11-07
user_0007,share,2025-11-05
user_0007,comment,2025-11-05
user_0007,like,2025-11-11
user_0007,comment,2025-11-11
user_0007,comment,2025-11-18
user_0007,comment,2025-11-12
user_0007,comment,2025-11-06
user_0007,share,2025-11-26
user_0007,like,2025-12-01
user_0007,comment,2025-11-18
user_0007,comment,2025-11-11
user_0007,like,2025-11-22
user_0007,comment,2025-11-16
user_0007,comment,2025-11-14
user_0007,comment,2025-11-16
user_0007,comment,2025-11-15
user_0007,share,2025-11-11
user_0007,comment,2025-12-02
user_0007,like,2025-11-11
user_0007,like,2025-11-19
user_0007,like,2025-11-10
user_0007,share,2025-11-29
user_0007,comment,2025-11-05
user_0007,share,2025-11-21
user_0007,like,2025-11-27
user_0007,like,2025-11-16
user_0007,share,2025-12-01
user_0007,comment,2025-11-10
user_0007,like,2025-11-19
user_0007,like,2025-11-11
user_0007,comment,2025-11-25
user_0007,like,2025-11-30
user_0007,like,2025-11-05
user_0007,like,2025-11-16
user_0007,comment,2025-11-28
user_0007,like,2025-11-13
user_0007,comment,2025-11-11
user_0007,comment,2025-11-24
user_0007,comment,2025-11-25
user_0007,comment,2025-11-07
user_0007,comment,2025-11-08
user_0007,comment,2025-11-22
user_0007,comment,2025-11-05
user_0007,like,2025-11-30
user_0007,share,2025-11-06
user_0007,comment,2025-11-17
user_0007,comment,2025-11-22
user_0007,comment,2025-11-09
user_0007,like,2025-11-23
user_0007,like,2025-11-20
user_0007,like,2025-11-19
user_0007,share,2025-12-01
user_0007,comment,2025-12-02
user_0007,share,2025-11-26
user_0007,like,2025-11-29
user_0007,like,2025-12-04
user_0007,like,2025-11-13
user_0007,share,2025-11-16
user_0007,share,2025-12-03
user_0007,comment,2025-12-02
user_0007,comment,2025-11-19
user_0007,comment,2025-11-08
user_0007,comment,2025-11-28
user_0007,like,2025-11-12
user_0007,like,2025-11-15
user_0007,like,2025-11-24
user_0007,comment,2025-11-18
user_0007,like,2025-11-18
user_0007,like,2025-11-25
user_0007,share,2025-11-21
user_0007,share,2025-11-24
user_0007,share,2025-11-17
user_0007,like,2025-11-14
user_0007,share,2025-11-12
user_0007,like,2025-11-11
user_0007,like,2025-11-13
user_0007,like,2025-11-24
user_0007,comment,2025-11-09
user_0007,like,2025-11-22
user_0007,comment,2025-11-12
user_0008,like,2025-11-20
user_0008,like,2025-11-29
user_0008,comment,2025-11-13
user_0008,comment,2025-11-08
user_0008,like,2025-12-03
user_0008,like,2025-11-24
user_0008,share,2025-11-17
user_0008,share,2025-11-27
user_0008,share,2025-11-21
user_0008,share,2025-11-05
user_0008,comment,2025-11-19
user_0008,like,2025-11-16
user_0008,like,2025-11-07
user_0008,share,2025-11-15
user_0008,like,2025-11-05
user_0008,like,2025-11-13
user_0008,like,2025-11-07
user_0008,share,2025-11-17
user_0008,share,2025-11-22
user_0008,share,2025-11-23
user_0008,share,2025-11-09
user_0008,share,2025-11-29
user_0008,like,2025-11-23
user_0008,share,2025-11-19
user_0008,share,2025-11-25
user_0008,comment,2025-12-01
user_0008,comment,2025-11-23
user_0008,like,2025-11-16
user_0008,like,2025-11-23
user_0008,comment,2025-11-11
user_0008,like,2025-11-21
user_0008,share,2025-11-24
user_0008,share,2025-11-11
user_0008,like,2025-12-01
user_0008,share,2025-11-06
user_0008,like,2025-11-24
user_0008,share,2025-11-27
user_0008,like,2025-11-21
user_0008,comment,2025-11-27
user_0008,comment,2025-11-10
user_0008,like,2025-11-24
user_0008,like,2025-11-25
user_0008,comment,2025-11-26
user_0008,share,2025-11-08
user_0008,like,2025-11-10
user_0008,comment,2025-11-30
user_0008,like,2025-11-09
user_0008,comment,2025-11-12
user_0008,comment,2025-11-17
user_0008,comment,2025-11-17
user_0008,comment,2025-11-13
user_0008,like,2025-11-09
user_0008,like,2025-11-28
user_0008,comment,2025-12-01
user_0008,comment,2025-11-08
user_0008,share,2025-11-09
user_0008,share,2025-11-28
user_0008,like,2025-11-12
user_0008,share,2025-11-12
user_0008,share,2025-12-03
user_0008,comment,2025-11-07
user_0008,like,2025-11-19
user_0008,like,2025-11-18
user_0008,comment,2025-11-15
user_0008,share,2025-11-08
user_0008,like,2025-11-26
user_0008,like,2025-11-21
user_0008,like,2025-11-24
user_0008,like,2025-11-22
user_0008,share,2025-11-15
user_0008,comment,2025-11-05
user_0008,like,2025-11-11
user_0008,comment,2025-11-14
user_0008,share,2025-11-23
user_0008,share,2025-11-26
user_0008,like,2025-11-28
user_0008,like,2025-11-11
user_0008,comment,2025-11-17
user_0008,share,2025-12-03
user_0008,comment,2025-11-21
user_0008,comment,2025-11-12
user_0008,like,2025-12-02
user_0008,like,2025-11-17
user_0009,like,2025-11-30
user_0009,comment,2025-11-18
user_0009,comment,2025-12-03
user_0009,comment,2025-11-22
user_0009,like,2025-11-19
user_0009,share,2025-11-12
user_0009,comment,2025-12-03
user_0009,like,2025-11-16
user_0009,share,2025-11-20
user_0009,like,2025-11-06
user_0009,like,2025-11-25
user_0009,comment,2025-11-28
user_0009,like,2025-11-08
user_0009,comment,2025-11-05
user_0009,share,2025-12-04
user_0009,share,2025-11-21
user_0009,like,2025-11-05
user_0009,like,2025-12-03
user_0009,share,2025-11-23
user_0009,like,2025-11-08
user_0009,comment,2025-11-05
user_0009,share,2025-11-07
user_0009,comment,2025-11-12
user_0009,share,2025-11-09
user_0009,like,2025-11-05
user_0009,comment,2025-11-13
user_0009,comment,2025-12-03
user_0009,like,2025-11-10
user_0009,share,2025-11-11
user_0009,like,2025-11-14
user_0009,comment,2025-11-08
user_0009,comment,2025-11-11
user_0009,like,2025-11-21
user_0009,comment,2025-12-01
user_0009,share,2025-11-25
user_0009,comment,2025-11-08
user_0009,share,2025-11-27
user_0009,comment,2025-11-05
user_0009,comment,2025-11-22
user_0009,share,2025-11-16
user_0009,comment,2025-11-15
user_0009,comment,2025-11-14
user_0009,comment,2025-11-25
user_0009,like,2025-11-28
user_0009,share,2025-12-02
user_0009,comment,2025-11-29
user_0009,comment,2025-11-26
user_0009,comment,2025-11-13
user_0009,like,2025-11-22
user_0009,like,2025-11-17
user_0009,comment,2025-12-04
user_0009,like,2025-11-15
user_0009,comment,2025-11-13
user_0009,like,2025-11-22
user_0009,comment,2025-11-29
user_0009,comment,2025-12-01
user_0009,share,2025-11-05
user_0009,share,2025-12-02
user_0009,share,2025-11-17
user_0009,share,2025-12-01
user_0009,like,2025-12-03
user_0009,like,2025-11-24
user_0009,share,2025-11-19
user_0009,comment,2025-11-09
user_0009,comment,2025-11-28
user_0009,share,2025-11-28
user_0009,share,2025-11-10
user_0009,comment,2025-11-27
user_0009,like,2025-12-04
user_0009,like,2025-11-10
user_0009,comment,2025-11-21
user_0009,share,2025-11-11
user_0009,like,2025-11-13
user_0009,like,2025-11-08
user_0009,share,2025-11-13
user_0009,like,2025-11-09
user_0009,comment,2025-11-05
user_0009,like,2025-11-18
user_0009,comment,2025-11-26
user_0009,comment,2025-11-15
user_0009,comment,2025-11-10
user_0009,comment,2025-11-22
user_0009,comment,2025-12-02
user_0009,share,2025-11-16
user_0009,share,2025-11-27
user_0009,comment,2025-11-22
user_0009,share,2025-11-17
user_0010,comment,2025-11-07
user_0010,share,2025-11-18
user_0010,share,2025-11-08
user_0010,share,2025-11-18
user_0010,comment,2025-11-14
user_0010,like,2025-11-12
user_0010,like,2025-11-18
user_0010,like,2025-11-07
user_0010,comment,2025-11-16
user_0010,comment,2025-11-22
user_0010,comment,2025-11-06
user_0010,comment,2025-11-07
user_0010,share,2025-11-05
user_0010,share,2025-12-03
user_0010,like,2025-11-08
user_0010,share,2025-11-26
user_0010,like,2025-12-01
user_0010,comment,2025-11-06
user_0010,share,2025-11-21
user_0010,like,2025-12-04
user_0010,share,2025-11-23
user_0010,comment,2025-11-13
user_0010,share,2025-11-10
user_0010,comment,2025-12-02
user_0010,comment,2025-11-21
user_0010,like,2025-12-04
user_0010,comment,2025-11-19
user_0010,share,2025-11-17
user_0010,share,2025-12-03
user_0010,like,2025-11-12
user_0010,share,2025-12-01
user_0010,like,2025-11-27
user_0010,like,2025-11-13
user_0010,share,2025-11-05
user_0010,share,2025-11-19
user_0010,share,2025-11-06
user_0010,like,2025-11-06
user_0010,like,2025-11-05
user_0010,share,2025-11-29
user_0010,comment,2025-12-03
user_0010,share,2025-11-08
user_0010,comment,2025-11-13
user_0010,like,2025-11-12
user_0010,comment,2025-11-25
user_0010,share,2025-11-07
user_0010,share,2025-11-19
user_0010,like,2025-11-07
user_0010,like,2025-11-28
user_0010,share,2025-11-30
user_0010,share,2025-11-21
user_0010,like,2025-11-09
user_0010,like,2025-11-13
user_0010,like,2025-11-11
user_0010,comment,2025-12-01
user_0010,comment,2025-11-05
user_0010,comment,2025-11-11
user_0010,like,2025-11-07
user_0010,like,2025-11-23
user_0010,share,2025-11-12
user_0010,like,2025-11-25
user_0010,share,2025-11-12
user_0010,like,2025-11-21
user_0010,like,2025-11-07
user_0010,like,2025-11-07
user_0010,like,2025-11-05
user_0010,comment,2025-12-02
user_0010,share,2025-12-03
user_0010,like,2025-11-23
user_0010,comment,2025-11-20
user_0010,share,2025-11-20
user_0010,like,2025-11-17
user_0010,comment,2025-11-26
user_0010,share,2025-11-08
user_0010,share,2025-11-14
user_0010,like,2025-11-26
user_0010,comment,2025-11-29
user_0010,like,2025-11-26
user_0010,share,2025-11-17
user_0010,share,2025-11-20
user_0010,like,2025-11-20
user_0010,share,2025-11-23
user_0010,like,2025-11-05
user_0010,comment,2025-11-30
user_0010,share,2025-11-10
user_0010,comment,2025-11-10
user_0010,comment,2025-11-21
user_0010,like,2025-11-15
user_0010,comment,2025-12-01
user_0010,share,2025-11-18
user_0010,share,2025-11-22
user_0010,share,2025-12-01
user_0010,share,2025-12-01
user_0011,comment,2025-11-26
user_0011,comment,2025-11-06
user_0011,like,2025-11-08
user_0011,like,2025-11-30
user_0011,comment,2025-12-02
user_0011,comment,2025-11-10
user_0011,like,2025-11-13
user_0011,share,2025-12-01
user_0011,share,2025-11-06
user_0011,like,2025-11-23
user_0011,comment,2025-11-21
user_0011,like,2025-11-23
user_0011,like,2025-11-28
user_0011,comment,2025-11-22
user_0011,comment,2025-11-07
user_0011,like,2025-11-10
user_0011,share,2025-11-15
user_0011,comment,2025-11-24
user_0011,comment,2025-11-26
user_0011,comment,2025-11-11
user_0011,comment,2025-11-23
user_0011,share,2025-11-18
