user_id,challenge_name,category,difficulty,start_date,completed,points_earned
user_0004,10K Steps Challenge,exercise,3,2025-11-20,True,150
user_0004,10K Steps Challenge,exercise,3,2025-11-06,True,150
user_0004,7-Day Streak,exercise,5,2025-11-10,False,0
user_0004,Morning Meditation,meditation,2,2025-11-17,True,100
user_0004,10K Steps Challenge,exercise,3,2025-11-18,True,150
user_0004,7-Day Streak,exercise,5,2025-11-14,False,0
user_0005,Morning Meditation,meditation,2,2025-12-03,True,100
user_0005,7-Day Streak,exercise,5,2025-11-07,False,0
user_0005,7-Day Streak,exercise,5,2025-11-10,True,250
user_0005,Morning Meditation,meditation,2,2025-11-20,False,0
user_0005,7-Day Streak,exercise,5,2025-11-26,False,0
user_0005,7-Day Streak,exercise,5,2025-11-18,False,0
user_0005,10K Steps Challenge,exercise,3,2025-12-01,True,150
user_0005,7-Day Streak,exercise,5,2025-11-21,False,0
user_0005,10K Steps Challenge,exercise,3,2025-12-04,False,0
user_0005,7-Day Streak,exercise,5,2025-11-09,False,0
user_0005,7-Day Streak,exercise,5,2025-11-16,False,0
user_0006,10K Steps Challenge,exercise,3,2025-11-11,False,0
user_0006,7-Day Streak,exercise,5,2025-11-23,False,0
user_0006,Morning Meditation,meditation,2,2025-11-10,True,100
user_0006,Morning Meditation,meditation,2,2025-12-04,False,0
user_0006,7-Day Streak,exercise,5,2025-11-19,False,0
user_0006,10K Steps Challenge,exercise,3,2025-11-27,False,0
user_0006,7-Day Streak,exercise,5,2025-11-10,False,0
user_0006,Morning Meditation,meditation,2,2025-11-08,True,100
user_0006,7-Day Streak,exercise,5,2025-11-16,False,0
user_0006,Morning Meditation,meditation,2,2025-11-13,True,100
user_0006,10K Steps Challenge,exercise,3,2025-11-18,False,0
user_0006,7-Day Streak,exercise,5,2025-11-05,False,0
user_0006,7-Day Streak,exercise,5,2025-11-05,False,0
user_0006,Morning Meditation,meditation,2,2025-11-20,True,100
user_0007,7-Day Streak,exercise,5,2025-11-12,True,250
user_0007,Morning Meditation,meditation,2,2025-12-03,True,100
user_0007,Morning Meditation,meditation,2,2025-11-10,False,0
user_0007,Morning Meditation,meditation,2,2025-11-09,True,100
user_0007,7-Day Streak,exercise,5,2025-11-14,True,250
user_0007,7-Day Streak,exercise,5,2025-11-25,False,0
user_0007,Morning Meditation,meditation,2,2025-11-30,True,100
user_0007,7-Day Streak,exercise,5,2025-11-18,True,250
user_0007,10K Steps Challenge,exercise,3,2025-11-16,False,0
user_0007,10K Steps Challenge,exercise,3,2025-12-04,True,150
user_0007,7-Day Streak,exercise,5,2025-11-24,False,0
user_0007,7-Day Streak,exercise,5,2025-11-14,True,250
user_0007,7-Day Streak,exercise,5,2025-12-01,False,0
user_0008,7-Day Streak,exercise,5,2025-11-18,True,250
user_0008,Morning Meditation,meditation,2,2025-11-18,True,100
user_0008,Morning Meditation,meditation,2,2025-11-11,False,0
user_0008,Morning Meditation,meditation,2,2025-12-02,False,0
user_0008,7-Day Streak,exercise,5,2025-11-07,False,0
user_0008,10K Steps Challenge,exercise,3,2025-11-11,True,150
user_0008,Morning Meditation,meditation,2,2025-12-01,True,100
user_0008,7-Day Streak,exercise,5,2025-11-17,False,0
user_0008,7-Day Streak,exercise,5,2025-11-25,False,0
user_0008,7-Day Streak,exercise,5,2025-12-04,False,0
user_0008,Morning Meditation,meditation,2,2025-11-28,True,100
user_0008,10K Steps Challenge,exercise,3,2025-11-29,True,150
user_0009,Morning Meditation,meditation,2,2025-11-05,True,100
user_0009,10K Steps Challenge,exercise,3,2025-11-10,True,150
user_0009,Morning Meditation,meditation,2,2025-11-11,False,0
user_0009,7-Day Streak,exercise,5,2025-11-19,False,0
user_0009,7-Day Streak,exercise,5,2025-11-24,False,0
user_0009,10K Steps Challenge,exercise,3,2025-11-17,True,150
user_0009,Morning Meditation,meditation,2,2025-11-20,True,100
user_0009,10K Steps Challenge,exercise,3,2025-11-10,True,150
user_0009,10K Steps Challenge,exercise,3,2025-11-30,True,150
user_0009,10K Steps Challenge,exercise,3,2025-11-13,True,150
user_0009,7-Day Streak,exercise,5,2025-11-24,True,250
user_0009,7-Day Streak,exercise,5,2025-11-23,False,0
user_0009,Morning Meditation,meditation,2,2025-11-16,True,100
user_0010,7-Day Streak,exercise,5,2025-11-25,False,0
user_0010,Morning Meditation,meditation,2,2025-12-01,True,100
user_0010,7-Day Streak,exercise,5,2025-12-02,False,0
user_0010,7-Day Streak,exercise,5,2025-11-18,False,0
user_0010,10K Steps Challenge,exercise,3,2025-11-19,False,0
user_0010,7-Day Streak,exercise,5,2025-11-30,False,0
user_0010,7-Day Streak,exercise,5,2025-12-03,False,0
user_0010,7-Day Streak,exercise,5,2025-11-27,True,250
user_0010,Morning Meditation,meditation,2,2025-11-23,True,100
user_0010,7-Day Streak,exercise,5,2025-11-29,False,0
user_0010,10K Steps Challenge,exercise,3,2025-11-15,True,150
user_0010,7-Day Streak,exercise,5,2025-11-20,True,250
user_0010,7-Day Streak,exercise,5,2025-11-30,False,0
user_0011,Morning Meditation,meditation,2,2025-11-29,False,0
user_0011,10K Steps Challenge,exercise,3,2025-11-12,True,150
user_0011,Morning Meditation,meditation,2,2025-11-17,False,0
user_0011,7-Day Streak,exercise,5,2025-12-01,False,0
user_0011,10K Steps Challenge,exercise,3,2025-11-23,True,150
user_0011,7-Day Streak,exercise,5,2025-11-11,False,0
user_0011,7-Day Streak,exercise,5,2025-11-07,False,0
user_0011,Morning Meditation,meditation,2,2025-11-18,False,0
user_0011,Morning Meditation,meditation,2,2025-11-26,True,100
user_0011,7-Day Streak,exercise,5,2025-11-20,False,0
user_0011,Morning Meditation,meditation,2,2025-12-01,True,100
user_0011,Morning Meditation,meditation,2,2025-11-12,True,100
user_0011,Morning Meditation,meditation,2,2025-11-28,True,100
user_0012,7-Day Streak,exercise,5,2025-11-09,True,250
user_0012,Morning Meditation,meditation,2,2025-11-11,True,100
user_0012,Morning Meditation,meditation,2,2025-11-22,True,100
user_0012,10K Steps Challenge,exercise,3,2025-11-11,True,150
user_0012,7-Day Streak,exercise,5,2025-11-29,True,250
user_0012,7-Day Streak,exercise,5,2025-11-12,False,0
user_0012,Morning Meditation,meditation,2,2025-11-12,False,0
user_0012,7-Day Streak,exercise,5,2025-11-08,False,0
user_0012,10K Steps Challenge,exercise,3,2025-11-12,True,150
user_0012,10K Steps Challenge,exercise,3,2025-11-06,False,0
user_0012,10K Steps Challenge,exercise,3,2025-11-17,True,150
user_0012,7-Day Streak,exercise,5,2025-11-16,False,0
user_0013,Morning Meditation,meditation,2,2025-11-14,True,100
user_0013,10K Steps Challenge,exercise,3,2025-11-25,True,150
user_0013,10K Steps Challenge,exercise,3,2025-11-05,False,0
user_0013,7-Day Streak,exercise,5,2025-11-10,False,0
user_0013,7-Day Streak,exercise,5,2025-11-07,False,0
user_0013,10K Steps Challenge,exercise,3,2025-11-10,True,150
user_0013,Morning Meditation,meditation,2,2025-11-05,True,100
user_0013,7-Day Streak,exercise,5,2025-11-19,True,250
user_0013,Morning Meditation,meditation,2,2025-11-13,False,0
user_0013,Morning Meditation,meditation,2,2025-11-24,True,100
user_0013,10K Steps Challenge,exercise,3,2025-11-21,False,0
user_0013,Morning Meditation,meditation,2,2025-12-02,True,100
user_0013,Morning Meditation,meditation,2,2025-11-14,False,0
user_0014,10K Steps Challenge,exercise,3,2025-11-08,False,0
user_0014,10K Steps Challenge,exercise,3,2025-11-08,False,0
user_0014,10K Steps Challenge,exercise,3,2025-11-09,False,0
user_0014,10K Steps Challenge,exercise,3,2025-11-28,False,0
user_0014,Morning Meditation,meditation,2,2025-11-09,True,100
user_0014,10K Steps Challenge,exercise,3,2025-11-13,False,0
user_0014,Morning Meditation,meditation,2,2025-11-18,False,0
user_0014,10K Steps Challenge,exercise,3,2025-11-25,False,0
user_0014,Morning Meditation,meditation,2,2025-11-16,True,100
user_0014,10K Steps Challenge,exercise,3,2025-11-30,False,0
user_0014,10K Steps Challenge,exercise,3,2025-11-30,True,150
user_0014,Morning Meditation,meditation,2,2025-11-15,True,100
user_0014,7-Day Streak,exercise,5,2025-11-30,True,250
user_0015,10K Steps Challenge,exercise,3,2025-11-13,True,150
user_0015,7-Day Streak,exercise,5,2025-11-05,False,0
user_0015,Morning Meditation,meditation,2,2025-11-12,True,100
user_0015,7-Day Streak,exercise,5,2025-11-29,False,0
user_0015,7-Day Streak,exercise,5,2025-12-02,False,0
user_0015,10K Steps Challenge,exercise,3,2025-11-24,True,150
user_0015,10K Steps Challenge,exercise,3,2025-11-18,False,0
user_0015,Morning Meditation,meditation,2,2025-12-01,True,100
user_0015,7-Day Streak,exercise,5,2025-11-29,True,250
user_0015,Morning Meditation,meditation,2,2025-11-10,True,100
user_0015,Morning Meditation,meditation,2,2025-12-02,True,100
user_0015,7-Day Streak,exercise,5,2025-11-30,False,0
user_0015,10K Steps Challenge,exercise,3,2025-11-30,True,150
user_0016,Morning Meditation,meditation,2,2025-11-20,True,100
user_0016,Morning Meditation,meditation,2,2025-11-08,False,0
user_0016,7-Day Streak,exercise,5,2025-11-11,False,0
user_0016,10K Steps Challenge,exercise,3,2025-11-05,True,150
user_0016,Morning Meditation,meditation,2,2025-11-05,True,100
user_0016,Morning Meditation,meditation,2,2025-11-05,False,0
user_0016,7-Day Streak,exercise,5,2025-11-19,False,0
user_0016,10K Steps Challenge,exercise,3,2025-11-20,False,0
user_0016,10K Steps Challenge,exercise,3,2025-12-02,True,150
user_0016,10K Steps Challenge,exercise,3,2025-11-05,False,0
user_0016,Morning Meditation,meditation,2,2025-11-06,False,0
user_0017,Morning Meditation,meditation,2,2025-11-23,True,100
user_0017,10K Steps Challenge,exercise,3,2025-11-06,False,0
user_0017,7-Day Streak,exercise,5,2025-11-30,False,0
user_0017,Morning Meditation,meditation,2,2025-11-20,False,0
user_0017,7-Day Streak,exercise,5,2025-11-28,False,0
user_0017,Morning Meditation,meditation,2,2025-12-01,True,100
user_0017,Morning Meditation,meditation,2,2025-12-02,True,100
user_0017,7-Day Streak,exercise,5,2025-11-17,False,0
user_0017,Morning Meditation,meditation,2,2025-11-12,False,0
user_0017,7-Day Streak,exercise,5,2025-12-01,False,0
user_0017,7-Day Streak,exercise,5,2025-11-11,True,250
user_0017,Morning Meditation,meditation,2,2025-11-17,False,0
user_0018,10K Steps Challenge,exercise,3,2025-11-19,True,150
user_0018,Morning Meditation,meditation,2,2025-11-18,False,0
user_0018,10K Steps Challenge,exercise,3,2025-11-16,True,150
user_0018,10K Steps Challenge,exercise,3,2025-11-06,True,150
user_0018,Morning Meditation,meditation,2,2025-11-15,True,100
user_0018,10K Steps Challenge,exercise,3,2025-11-26,True,150
user_0018,10K Steps Challenge,exercise,3,2025-11-20,True,150
user_0018,10K Steps Challenge,exercise,3,2025-11-19,False,0
user_0018,10K Steps Challenge,exercise,3,2025-11-22,True,150
user_0018,10K Steps Challenge,exercise,3,2025-12-04,False,0
user_0018,10K Steps Challenge,exercise,3,2025-11-26,False,0
user_0018,Morning Meditation,meditation,2,2025-12-02,True,100
user_0018,7-Day Streak,exercise,5,2025-12-03,False,0
user_0018,Morning Meditation,meditation,2,2025-11-06,True,100
user_0019,Morning Meditation,meditation,2,2025-11-09,True,100
user_0019,7-Day Streak,exercise,5,2025-12-03,True,250
user_0019,10K Steps Challenge,exercise,3,2025-11-05,False,0
user_0019,10K Steps Challenge,exercise,3,2025-11-05,False,0
user_0019,Morning Meditation,meditation,2,2025-11-06,False,0
user_0019,10K Steps Challenge,exercise,3,2025-11-25,False,0
user_0019,Morning Meditation,meditation,2,2025-11-16,False,0
user_0019,10K Steps Challenge,exercise,3,2025-11-09,True,150
user_0019,Morning Meditation,meditation,2,2025-11-29,True,100
user_0019,10K Steps Challenge,exercise,3,2025-11-18,True,150
user_0019,10K Steps Challenge,exercise,3,2025-11-14,True,150
user_0019,Morning Meditation,meditation,2,2025-11-27,True,100
user_0020,10K Steps Challenge,exercise,3,2025-11-06,False,0
user_0020,Morning Meditation,meditation,2,2025-12-02,True,100
user_0020,10K Steps Challenge,exercise,3,2025-12-04,True,150
user_0020,7-Day Streak,exercise,5,2025-11-21,False,0
user_0020,7-Day Streak,exercise,5,2025-11-29,False,0
user_0020,7-Day Streak,exercise,5,2025-11-22,True,250
user_0020,7-Day Streak,exercise,5,2025-11-27,True,250
user_0020,Morning Meditation,meditation,2,2025-12-01,True,100
user_0020,10K Steps Challenge,exercise,3,2025-11-07,True,150
user_0020,10K Steps Challenge,exercise,3,2025-11-18,True,150
user_0020,Morning Meditation,meditation,2,2025-12-04,True,100
user_0020,10K Steps Challenge,exercise,3,2025-11-18,False,0
user_0021,Morning Meditation,meditation,2,2025-11-18,False,0
user_0021,10K Steps Challenge,exercise,3,2025-12-04,True,150
user_0021,10K Steps Challenge,exercise,3,2025-11-22,True,150
user_0021,7-Day Streak,exercise,5,2025-11-24,False,0
user_0021,10K Steps Challenge,exercise,3,2025-12-02,True,150
user_0021,10K Steps Challenge,exercise,3,2025-11-05,False,0
user_0021,7-Day Streak,exercise,5,2025-11-21,False,0
user_0021,10K Steps Challenge,exercise,3,2025-11-06,True,150
user_0021,7-Day Streak,exercise,5,2025-11-18,False,0
user_0021,7-Day Streak,exercise,5,2025-11-18,False,0
user_0021,10K Steps Challenge,exercise,3,2025-11-13,True,150
user_0021,7-Day Streak,exercise,5,2025-11-15,False,0
user_0022,7-Day Streak,exercise,5,2025-12-01,False,0
user_0022,7-Day Streak,exercise,5,2025-11-16,False,0
user_0022,10K Steps Challenge,exercise,3,2025-11-30,False,0
user_0022,10K Steps Challenge,exercise,3,2025-11-17,False,0
user_0022,7-Day Streak,exercise,5,2025-11-10,True,250
user_0022,10K Steps Challenge,exercise,3,2025-11-12,False,0
user_0022,7-Day Streak,exercise,5,2025-11-24,False,0
user_0022,Morning Meditation,meditation,2,2025-11-28,True,100
user_0022,7-Day Streak,exercise,5,2025-11-23,False,0
user_0022,Morning Meditation,meditation,2,2025-11-25,True,100
user_0022,10K Steps Challenge,exercise,3,2025-11-24,False,0
user_0022,7-Day Streak,exercise,5,2025-11-24,False,0
user_0022,Morning Meditation,meditation,2,2025-11-25,True,100
user_0023,10K Steps Challenge,exercise,3,2025-11-21,False,0
user_0023,7-Day Streak,exercise,5,2025-11-19,True,250
user_0023,10K Steps Challenge,exercise,3,2025-11-29,False,0
user_0023,7-Day Streak,exercise,5,2025-11-16,False,0
user_0023,7-Day Streak,exercise,5,2025-11-26,False,0
user_0023,7-Day Streak,exercise,5,2025-11-12,True,250
user_0023,Morning Meditation,meditation,2,2025-11-19,False,0
user_0023,7-Day Streak,exercise,5,2025-11-16,False,0
user_0023,Morning Meditation,meditation,2,2025-11-23,True,100
user_0023,7-Day Streak,exercise,5,2025-11-22,False,0
user_0023,10K Steps Challenge,exercise,3,2025-11-08,True,150
user_0023,Morning Meditation,meditation,2,2025-11-25,False,0
user_0024,Morning Meditation,meditation,2,2025-11-25,True,100
user_0024,10K Steps Challenge,exercise,3,2025-11-23,True,150
user_0024,10K Steps Challenge,exercise,3,2025-11-20,True,150
user_0024,10K Steps Challenge,exercise,3,2025-11-22,True,150
user_0024,7-Day Streak,exercise,5,2025-11-23,False,0
user_0024,10K Steps Challenge,exercise,3,2025-11-26,True,150
user_0024,Morning Meditation,meditation,2,2025-11-19,True,100
user_0024,7-Day Streak,exercise,5,2025-11-29,False,0
user_0024,10K Steps Challenge,exercise,3,2025-11-16,True,150
user_0024,Morning Meditation,meditation,2,2025-11-25,False,0
user_0024,7-Day Streak,exercise,5,2025-11-06,False,0
user_0024,10K Steps Challenge,exercise,3,2025-11-29,True,150
user_0024,10K Steps Challenge,exercise,3,2025-12-01,True,150
user_0025,10K Steps Challenge,exercise,3,2025-11-12,False,0
user_0025,7-Day Streak,exercise,5,2025-11-07,False,0
user_0025,Morning Meditation,meditation,2,2025-12-03,False,0
user_0025,10K Steps Challenge,exercise,3,2025-11-05,False,0
user_0025,10K Steps Challenge,exercise,3,2025-11-16,True,150
user_0025,Morning Meditation,meditation,2,2025-11-09,True,100
user_0025,7-Day Streak,exercise,5,2025-12-04,False,0
user_0025,Morning Meditation,meditation,2,2025-12-03,True,100
user_0025,10K Steps Challenge,exercise,3,2025-11-07,True,150
user_0025,Morning Meditation,meditation,2,2025-11-16,True,100
user_0025,Morning Meditation,meditation,2,2025-11-17,False,0
user_0025,10K Steps Challenge,exercise,3,2025-11-27,True,150
user_0025,Morning Meditation,meditation,2,2025-11-30,True,100
user_0026,Morning Meditation,meditation,2,2025-12-04,True,100
user_0026,Morning Meditation,meditation,2,2025-11-16,True,100
user_0026,7-Day Streak,exercise,5,2025-11-27,False,0
user_0026,10K Steps Challenge,exercise,3,2025-12-04,True,150
user_0026,Morning Meditation,meditation,2,2025-11-10,True,100
user_0026,Morning Meditation,meditation,2,2025-12-04,True,100
user_0026,Morning Meditation,meditation,2,2025-11-11,True,100
user_0026,7-Day Streak,exercise,5,2025-12-01,False,0
user_0026,Morning Meditation,meditation,2,2025-11-15,True,100
user_0026,10K Steps Challenge,exercise,3,2025-12-03,True,150
user_0026,10K Steps Challenge,exercise,3,2025-11-21,False,0
user_0026,7-Day Streak,exercise,5,2025-11-29,False,0
user_0026,Morning Meditation,meditation,2,2025-11-06,False,0
user_0027,Morning Meditation,meditation,2,2025-11-13,True,100
user_0027,Morning Meditation,meditation,2,2025-11-10,True,100
user_0027,7-Day Streak,exercise,5,2025-11-09,True,250
user_0027,10K Steps Challenge,exercise,3,2025-11-15,False,0
user_0027,7-Day Streak,exercise,5,2025-11-20,False,0
user_0027,10K Steps Challenge,exercise,3,2025-12-01,False,0
user_0027,Morning Meditation,meditation,2,2025-11-11,True,100
user_0027,Morning Meditation,meditation,2,2025-11-15,True,100
user_0027,7-Day Streak,exercise,5,2025-11-19,False,0
user_0027,7-Day Streak,exercise,5,2025-11-13,False,0
user_0027,10K Steps Challenge,exercise,3,2025-11-13,True,150
user_0028,7-Day Streak,exercise,5,2025-11-11,True,250
user_0028,Morning Meditation,meditation,2,2025-11-11,True,100
user_0028,10K Steps Challenge,exercise,3,2025-11-28,True,150
user_0028,7-Day Streak,exercise,5,2025-11-14,False,0
user_0028,7-Day Streak,exercise,5,2025-11-18,False,0
user_0028,7-Day Streak,exercise,5,2025-11-07,False,0
user_0028,Morning Meditation,meditation,2,2025-12-03,False,0
user_0028,7-Day Streak,exercise,5,2025-11-07,False,0
user_0028,10K Steps Challenge,exercise,3,2025-11-17,False,0
user_0028,7-Day Streak,exercise,5,2025-11-09,False,0
user_0028,10K Steps Challenge,exercise,3,2025-11-13,False,0
user_0029,7-Day Streak,exercise,5,2025-11-19,False,0
user_0029,7-Day Streak,exercise,5,2025-11-05,False,0
user_0029,10K Steps Challenge,exercise,3,2025-11-17,False,0
user_0029,7-Day Streak,exercise,5,2025-11-29,False,0
user_0029,7-Day Streak,exercise,5,2025-11-28,False,0
user_0029,10K Steps Challenge,exercise,3,2025-11-24,False,0
user_0029,7-Day Streak,exercise,5,2025-11-08,False,0
user_0029,Morning Meditation,meditation,2,2025-11-21,False,0
user_0029,7-Day Streak,exercise,5,2025-11-24,True,250
user_0029,7-Day Streak,exercise,5,2025-11-11,False,0
user_0029,10K Steps Challenge,exercise,3,2025-12-03,False,0
user_0029,7-Day Streak,exercise,5,2025-11-28,False,0
user_0029,10K Steps Challenge,exercise,3,2025-11-21,True,150
user_0029,Morning Meditation,meditation,2,2025-12-04,True,100
user_0030,Morning Meditation,meditation,2,2025-11-19,False,0
user_0030,10K Steps Challenge,exercise,3,2025-11-18,False,0
user_0030,10K Steps Challenge,exercise,3,2025-12-02,True,150
user_0030,7-Day Streak,exercise,5,2025-11-12,False,0
user_0030,10K Steps Challenge,exercise,3,2025-12-04,False,0
user_0030,10K Steps Challenge,exercise,3,2025-11-12,False,0
user_0030,7-Day Streak,exercise,5,2025-11-29,False,0
user_0030,7-Day Streak,exercise,5,2025-11-11,False,0
user_0030,7-Day Streak,exercise,5,2025-11-29,False,0
user_0030,Morning Meditation,meditation,2,2025-11-15,True,100
user_0030,7-Day Streak,exercise,5,2025-11-08,False,0
user_0030,7-Day Streak,exercise,5,2025-12-02,True,250
user_0031,Morning Meditation,meditation,2,2025-11-06,True,100
user_0031,10K Steps Challenge,exercise,3,2025-11-21,True,150
user_0031,Morning Meditation,meditation,2,2025-11-18,False,0
user_0031,10K Steps Challenge,exercise,3,2025-11-20,False,0
user_0031,Morning Meditation,meditation,2,2025-11-14,True,100
user_0031,7-Day Streak,exercise,5,2025-11-20,False,0
user_0031,7-Day Streak,exercise,5,2025-11-27,False,0
user_0031,Morning Meditation,meditation,2,2025-11-30,True,100
user_0031,10K Steps Challenge,exercise,3,2025-11-12,True,150
user_0031,10K Steps Challenge,exercise,3,2025-11-24,True,150
user_0031,10K Steps Challenge,exercise,3,2025-12-03,True,150
user_0032,10K Steps Challenge,exercise,3,2025-11-17,False,0
user_0032,7-Day Streak,exercise,5,2025-11-29,True,250
user_0032,10K Steps Challenge,exercise,3,2025-11-19,False,0
user_0032,10K Steps Challenge,exercise,3,2025-11-08,True,150
user_0032,7-Day Streak,exercise,5,2025-11-05,False,0
user_0032,10K Steps Challenge,exercise,3,2025-11-29,False,0
user_0032,10K Steps Challenge,exercise,3,2025-11-14,True,150
user_0032,10K Steps Challenge,exercise,3,2025-11-10,False,0
user_0032,7-Day Streak,exercise,5,2025-11-21,False,0
user_0032,Morning Meditation,meditation,2,2025-11-08,False,0
user_0032,10K Steps Challenge,exercise,3,2025-12-03,True,150
user_0032,Morning Meditation,meditation,2,2025-11-26,False,0
user_0032,Morning Meditation,meditation,2,2025-11-07,True,100
user_0033,10K Steps Challenge,exercise,3,2025-11-12,False,0
user_0033,10K Steps Challenge,exercise,3,2025-11-05,True,150
user_0033,7-Day Streak,exercise,5,2025-11-15,True,250
user_0033,7-Day Streak,exercise,5,2025-12-01,False,0
user_0033,Morning Meditation,meditation,2,2025-11-18,True,100
user_0033,Morning Meditation,meditation,2,2025-12-02,True,100
user_0033,7-Day Streak,exercise,5,2025-11-06,True,250
user_0033,Morning Meditation,meditation,2,2025-11-12,True,100
user_0033,Morning Meditation,meditation,2,2025-11-08,True,100
user_0033,10K Steps Challenge,exercise,3,2025-11-24,False,0
user_0033,10K Steps Challenge,exercise,3,2025-12-01,False,0
user_0033,10K Steps Challenge,exercise,3,2025-11-20,False,0
user_0033,Morning Meditation,meditation,2,2025-11-18,True,100
user_0034,10K Steps Challenge,exercise,3,2025-11-09,True,150
user_0034,10K Steps Challenge,exercise,3,2025-12-03,True,150
user_0034,7-Day Streak,exercise,5,2025-11-17,False,0
user_0034,10K Steps Challenge,exercise,3,2025-11-16,True,150
user_0034,10K Steps Challenge,exercise,3,2025-11-27,True,150
user_0034,Morning Meditation,meditation,2,2025-12-01,False,0
user_0034,7-Day Streak,exercise,5,2025-11-26,True,250
user_0034,Morning Meditation,meditation,2,2025-12-01,True,100
user_0034,Morning Meditation,meditation,2,2025-11-17,True,100
user_0034,7-Day Streak,exercise,5,2025-12-01,False,0
user_0034,Morning Meditation,meditation,2,2025-11-21,True,100
user_0034,10K Steps Challenge,exercise,3,2025-11-23,True,150
user_0035,7-Day Streak,exercise,5,2025-11-25,False,0
user_0035,7-Day Streak,exercise,5,2025-11-24,False,0
user_0035,7-Day Streak,exercise,5,2025-11-29,True,250
user_0035,Morning Meditation,meditation,2,2025-11-27,True,100
user_0035,Morning Meditation,meditation,2,2025-11-25,False,0
user_0035,Morning Meditation,meditation,2,2025-11-15,True,100
user_0035,7-Day Streak,exercise,5,2025-11-29,True,250
user_0035,10K Steps Challenge,exercise,3,2025-11-11,False,0
user_0035,7-Day Streak,exercise,5,2025-11-19,False,0
user_0035,Morning Meditation,meditation,2,2025-11-10,True,100
user_0035,7-Day Streak,exercise,5,2025-11-06,False,0
user_0035,Morning Meditation,meditation,2,2025-11-23,True,100
user_0035,7-Day Streak,exercise,5,2025-11-05,False,0
user_0036,7-Day Streak,exercise,5,2025-11-08,False,0
user_0036,Morning Meditation,meditation,2,2025-11-14,False,0
user_0036,7-Day Streak,exercise,5,2025-11-18,False,0
user_0036,Morning Meditation,meditation,2,2025-12-02,True,100
user_0036,10K Steps Challenge,exercise,3,2025-11-23,False,0
