user_id,date,day_number,steps,meditation_minutes,water_glasses,sleep_hours,meals_logged,exercise_minutes,engagement_score,completed_daily_goal
user_0001,2025-11-10,5,12299,0,7,8.2,2,42,0.9417071422092126,True
user_0001,2025-11-11,6,7294,0,8,8.7,2,43,0.9687874094155269,True
user_0001,2025-11-12,7,4285,3,7,8.1,2,42,0.9404324944752549,True
user_0001,2025-11-13,8,4341,0,8,8.2,2,41,0.9260816662963444,True
user_0001,2025-11-14,9,6759,35,8,8.0,2,41,0.916808895636292,True
user_0001,2025-11-15,10,4408,0,7,7.7,2,38,0.857937980897385,True
user_0001,2025-11-16,11,4407,0,9,8.1,2,40,0.895871869996021,True
user_0001,2025-11-17,12,7182,7,9,7.4,2,40,0.9088321418677671,True
user_0001,2025-11-18,13,4502,0,7,7.7,2,44,0.9847201917267022,True
user_0001,2025-11-19,14,20000,2,10,7.5,2,42,0.9490449948941795,True
user_0001,2025-11-20,15,5231,0,6,7.6,2,37,0.8437120726476197,True
user_0001,2025-11-21,16,4598,22,8,7.5,2,42,0.9480682788854962,True
user_0001,2025-11-22,17,4906,37,9,7.7,2,41,0.9126099663949406,True
user_0001,2025-11-23,18,7369,0,10,7.8,2,40,0.8980179804004584,True
user_0001,2025-11-24,19,2976,24,10,7.8,2,43,0.9624478948577998,True
user_0001,2025-11-25,20,2163,37,7,8.1,2,44,0.9834140565405539,True
user_0001,2025-11-26,21,10343,22,8,8.0,2,44,0.9784280863715663,True
user_0001,2025-11-27,22,5626,7,9,8.5,2,40,0.8899032042546244,True
user_0001,2025-11-28,23,10743,13,8,8.1,2,41,0.9164034616231956,True
user_0001,2025-11-29,24,5220,2,7,7.2,2,42,0.9484272519859346,True
user_0001,2025-11-30,25,10657,6,7,8.2,2,44,0.9806413367718744,True
user_0001,2025-12-01,26,16544,0,8,7.2,2,40,0.9079053685234919,True
user_0001,2025-12-02,27,8361,0,7,7.3,2,41,0.9225811315825656,True
user_0001,2025-12-03,28,3098,0,10,7.8,2,39,0.876547331715455,True
user_0001,2025-12-04,29,7756,0,7,8.2,2,39,0.8720537492117229,True
user_0002,2025-11-05,0,3525,0,8,8.1,2,42,0.9376610066291341,True
user_0002,2025-11-06,1,5817,0,8,8.1,2,40,0.9107493048840613,True
user_0002,2025-11-07,2,4548,0,6,8.2,2,37,0.8440297418418387,True
user_0002,2025-11-08,3,6264,12,9,8.5,2,40,0.8921310484162035,True
user_0002,2025-11-09,4,2173,0,10,8.1,2,42,0.9445694123554021,True
user_0002,2025-11-10,5,5878,0,8,7.4,2,42,0.9357010088624098,True
user_0002,2025-11-11,6,1912,11,7,8.7,2,43,0.9706929483117864,True
user_0002,2025-11-12,7,8157,14,7,8.1,2,41,0.9128302982672787,True
user_0002,2025-11-13,8,12817,0,9,8.4,3,45,1.0,True
user_0002,2025-11-14,9,3237,13,9,8.0,2,38,0.849901695414244,True
user_0002,2025-11-15,10,2449,32,8,8.0,2,39,0.8759893161668526,True
user_0002,2025-11-16,11,13835,9,8,8.0,2,40,0.8928780312938754,True
user_0002,2025-11-17,12,4578,13,8,7.4,2,37,0.8249837127380426,True
user_0002,2025-11-18,13,6651,0,9,7.8,2,42,0.9480458165345838,True
user_0002,2025-11-19,14,7520,1,10,8.2,2,42,0.9410978601989048,True
user_0002,2025-11-20,15,20000,0,9,7.9,2,40,0.8968712522207202,True
user_0002,2025-11-21,16,7873,0,6,8.5,2,39,0.8692004129839375,True
user_0002,2025-11-22,17,3269,0,8,7.3,2,36,0.8211685421268959,True
user_0002,2025-11-23,18,4299,5,8,7.4,2,38,0.8564583192327168,True
user_0002,2025-11-24,19,3457,20,10,8.5,2,41,0.9331067998561741,True
user_0002,2025-11-25,20,12842,7,9,7.5,2,39,0.8853131645820314,True
user_0002,2025-11-26,21,10796,5,6,7.0,2,39,0.8745777959656266,True
user_0002,2025-11-27,22,5070,32,8,7.2,2,41,0.920993652243853,True
user_0002,2025-11-28,23,18964,20,10,8.6,2,42,0.9538305683142141,True
user_0002,2025-11-29,24,1783,4,8,7.4,2,40,0.9087770791704267,True
user_0002,2025-11-30,25,5110,1,7,7.8,2,41,0.9116468804607714,True
user_0002,2025-12-01,26,2597,0,9,8.5,2,43,0.9645143423451016,True
user_0002,2025-12-02,27,3892,15,7,7.7,2,40,0.9046989003653544,True
user_0002,2025-12-03,28,7050,0,9,7.4,2,39,0.8804568083453839,True
user_0002,2025-12-04,29,5040,2,10,8.0,2,41,0.9295775108063115,True
user_0003,2025-11-05,0,6027,13,8,7.5,2,33,0.7524049772489274,True
user_0003,2025-11-06,1,8168,0,6,7.9,2,31,0.6988346374989294,True
user_0003,2025-11-07,2,13656,27,9,7.5,2,35,0.7868163987587641,True
user_0003,2025-11-08,3,6051,0,7,8.0,2,35,0.7850631485145297,True
user_0003,2025-11-09,4,2668,0,8,7.5,2,34,0.7722660577376583,True
user_0003,2025-11-10,5,11961,1,6,7.9,2,34,0.760281028236778,True
user_0003,2025-11-11,6,7252,5,6,7.7,2,31,0.7012418478030146,True
user_0003,2025-11-12,7,3494,14,8,7.2,2,33,0.7509781187672674,True
user_0003,2025-11-13,8,3588,0,9,6.5,2,33,0.7548746590791968,True
user_0003,2025-11-14,9,7685,0,8,8.3,2,32,0.7318965214444544,True
user_0003,2025-11-15,10,8961,0,7,7.9,2,34,0.7639460993222349,True
user_0003,2025-11-16,11,3555,0,8,7.3,2,35,0.7922129277462622,True
user_0003,2025-11-17,12,9652,3,8,7.5,2,38,0.8663196799660619,True
user_0003,2025-11-18,13,4130,1,7,7.4,2,35,0.7807392755471273,True
user_0003,2025-11-19,14,3396,0,7,7.9,2,35,0.7848879044416736,True
user_0003,2025-11-20,15,6333,0,7,6.7,2,34,0.7682880891172269,True
user_0003,2025-11-21,16,1895,19,6,7.5,2,30,0.6760718241405832,True
user_0003,2025-11-22,17,1199,0,6,7.6,2,34,0.7706846911330745,True
user_0003,2025-11-23,18,9463,12,7,7.3,2,34,0.7750218954025866,True
user_0003,2025-11-24,19,7680,0,10,8.3,2,40,0.8951724905297996,True
user_0003,2025-11-25,20,4858,42,7,7.7,2,34,0.7623923366664792,True
user_0003,2025-11-26,21,4970,13,6,6.9,2,35,0.7870877520222159,True
user_0003,2025-11-27,22,1725,0,6,6.6,2,34,0.7702747964202732,True
user_0003,2025-11-28,23,10516,0,6,7.2,2,32,0.7135764830245587,True
user_0003,2025-11-29,24,1880,6,9,7.7,2,37,0.8291515256312864,True
user_0003,2025-11-30,25,4253,6,7,7.9,2,36,0.809607036539874,True
user_0003,2025-12-01,26,3180,0,6,7.9,2,36,0.8115619822576876,True
user_0003,2025-12-02,27,6069,17,8,8.0,2,32,0.7265410121657984,True
user_0003,2025-12-03,28,6721,0,8,7.7,2,37,0.8421501004523403,True
user_0003,2025-12-04,29,3137,0,8,7.9,2,31,0.7019178317659213,True
user_0004,2025-11-05,0,3368,0,9,8.0,2,37,0.8326739012256904,True
user_0004,2025-11-06,1,2443,0,10,7.6,2,39,0.8805506895814075,True
user_0004,2025-11-07,2,2470,0,9,7.3,2,38,0.8520343180420126,True
user_0004,2025-11-08,3,5079,23,8,8.7,2,41,0.9228640725692765,True
user_0004,2025-11-09,4,1819,0,9,7.3,2,43,0.9620361898361021,True
user_0004,2025-11-10,5,2362,0,10,8.3,2,41,0.9203854129339478,True
user_0004,2025-11-11,6,9265,0,9,7.7,2,39,0.8771631594391858,True
user_0004,2025-11-12,7,6741,7,8,7.3,2,38,0.8584289773105518,True
user_0004,2025-11-13,8,8116,2,9,7.0,2,40,0.9091602787836343,True
user_0004,2025-11-14,9,6226,16,6,7.5,2,36,0.8155622653184136,True
user_0004,2025-11-15,10,9819,10,8,8.0,2,40,0.9035227437712822,True
user_0004,2025-11-16,11,9072,5,7,7.1,2,37,0.830971395589115,True
user_0004,2025-11-17,12,4702,0,7,7.2,2,40,0.9077333529502657,True
user_0004,2025-11-18,13,2845,13,8,7.8,2,39,0.8686590733090257,True
user_0004,2025-11-19,14,6233,39,9,8.3,2,38,0.8572927222033482,True
user_0004,2025-11-20,15,6600,37,9,7.7,2,37,0.8324303234607364,True
user_0004,2025-11-21,16,3607,10,6,8.3,2,38,0.8588686908637692,True
user_0004,2025-11-22,17,5504,0,10,7.1,2,40,0.9045120320788772,True
user_0004,2025-11-23,18,5550,16,9,7.8,2,41,0.9288989726981118,True
user_0004,2025-11-24,19,5421,0,10,7.6,2,40,0.9030283502189137,True
user_0004,2025-11-25,20,10817,0,10,8.8,2,42,0.9449002683730342,True
user_0004,2025-11-26,21,14806,45,9,7.6,3,45,1.0,True
user_0004,2025-11-27,22,1217,51,8,7.9,2,38,0.8604813942607342,True
user_0004,2025-11-28,23,8815,1,6,8.0,2,38,0.8664126062974037,True
user_0004,2025-11-29,24,2469,15,9,7.2,2,36,0.804703869767989,True
user_0004,2025-11-30,25,7459,0,10,8.9,2,42,0.9362423049578609,True
user_0004,2025-12-01,26,4185,0,7,7.0,2,42,0.9416757828654032,True
user_0004,2025-12-02,27,14160,0,6,7.5,2,37,0.8333486343497012,True
user_0004,2025-12-03,28,2906,19,10,8.1,2,40,0.9075879844277361,True
user_0004,2025-12-04,29,7328,5,10,7.9,2,42,0.9375594820011844,True
user_0005,2025-11-05,0,11651,20,8,7.5,2,35,0.7814816166639438,True
user_0005,2025-11-06,1,4220,22,6,7.1,2,32,0.7311104220976913,True
user_0005,2025-11-07,2,9744,19,8,8.0,2,38,0.8601167185562475,True
user_0005,2025-11-08,3,8423,0,9,7.7,2,35,0.7905196390445991,True
user_0005,2025-11-09,4,3170,5,8,7.6,2,31,0.7072628181388773,True
user_0005,2025-11-10,5,12852,6,6,7.5,2,35,0.7996556734307012,True
user_0005,2025-11-11,6,3823,4,5,7.7,2,32,0.7180939094876436,True
user_0005,2025-11-12,7,2423,0,8,8.3,2,36,0.8061822231861323,True
user_0005,2025-11-13,8,7075,29,6,6.6,2,37,0.8247577719493799,True
user_0005,2025-11-14,9,7871,0,5,7.5,2,32,0.7257938770814242,True
user_0005,2025-11-15,10,6056,0,7,7.3,2,36,0.8149967994612258,True
user_0005,2025-11-16,11,17863,0,6,7.2,2,35,0.7874670393458346,True
user_0005,2025-11-17,12,9063,0,7,7.6,2,36,0.8079310009987343,True
user_0005,2025-11-18,13,8583,16,6,7.7,2,38,0.8616676421317071,True
user_0005,2025-11-19,14,8473,0,7,7.2,2,33,0.7545585871988661,True
user_0005,2025-11-20,15,7986,4,7,7.4,2,32,0.7291411847811352,True
user_0005,2025-11-21,16,4773,0,6,8.5,2,32,0.7223522715177335,True
user_0005,2025-11-22,17,2722,0,5,6.6,2,32,0.7260374787507378,True
user_0005,2025-11-23,18,7487,0,7,6.9,2,34,0.7629729075283045,True
user_0005,2025-11-24,19,3771,0,6,8.0,2,35,0.783885591739842,True
user_0005,2025-11-25,20,3636,0,8,7.9,2,35,0.7806625329655107,True
user_0005,2025-11-26,21,4914,0,9,6.8,2,36,0.8081871554508109,True
user_0005,2025-11-27,22,9606,3,7,7.4,2,34,0.767478087592905,True
user_0005,2025-11-28,23,5871,47,7,7.4,2,37,0.8395046968568756,True
user_0005,2025-11-29,24,9362,9,8,7.7,2,33,0.753595151337112,True
user_0005,2025-11-30,25,5727,0,7,7.3,2,40,0.9028364513284907,True
user_0005,2025-12-01,26,4459,0,6,7.6,2,35,0.79811136038726,True
user_0005,2025-12-02,27,10542,8,8,7.4,2,32,0.7239701151781957,True
user_0005,2025-12-03,28,7612,0,5,7.8,2,32,0.713283368095954,True
user_0005,2025-12-04,29,2048,1,8,9.0,2,35,0.790951613761169,True
user_0006,2025-11-05,0,7101,9,10,8.2,2,41,0.9318850974264998,True
user_0006,2025-11-06,1,20000,0,7,7.8,2,43,0.9751087577679697,True
user_0006,2025-11-07,2,4963,11,9,8.5,2,41,0.9154686052533494,True
user_0006,2025-11-08,3,5317,12,10,8.0,2,43,0.9769442066157632,True
user_0006,2025-11-09,4,5691,0,10,8.1,2,44,0.9903702752878987,True
user_0006,2025-11-10,5,6854,27,9,7.2,2,41,0.9209846312403137,True
user_0006,2025-11-11,6,2412,36,10,6.7,2,40,0.8917893859100089,True
user_0006,2025-11-12,7,9408,5,9,8.0,2,41,0.9124434509888018,True
user_0006,2025-11-13,8,3265,7,8,7.6,2,43,0.9735971788887805,True
user_0006,2025-11-14,9,10506,0,7,7.9,2,42,0.9427156604481376,True
user_0006,2025-11-15,10,7738,27,10,6.6,2,43,0.9695954638006332,True
user_0006,2025-11-16,11,5886,16,11,8.4,3,45,1.0,True
user_0006,2025-11-17,12,12092,16,10,7.3,2,42,0.9496394030178394,True
user_0006,2025-11-18,13,5767,0,10,7.9,2,40,0.8976448723010647,True
user_0006,2025-11-19,14,6827,0,8,8.0,2,44,0.9909628923137016,True
user_0006,2025-11-20,15,4062,6,9,8.6,2,42,0.9406597598445645,True
user_0006,2025-11-21,16,5689,0,9,7.0,2,44,0.9817140747536055,True
user_0006,2025-11-22,17,5673,4,9,8.4,2,44,0.9914016440754697,True
user_0006,2025-11-23,18,3452,0,8,8.4,2,40,0.8901413120492438,True
user_0006,2025-11-24,19,2432,49,11,7.8,3,45,1.0,True
user_0006,2025-11-25,20,15099,2,8,8.1,2,44,0.9833478148684107,True
user_0006,2025-11-26,21,19424,0,10,7.4,2,40,0.9078964982463563,True
user_0006,2025-11-27,22,2910,23,7,8.1,2,42,0.9533141728641255,True
user_0006,2025-11-28,23,2837,11,8,7.7,2,42,0.9509520914195881,True
user_0006,2025-11-29,24,3677,26,8,7.8,2,42,0.9392883075938746,True
user_0006,2025-11-30,25,6170,17,9,8.4,2,44,0.9816874163112024,True
user_0006,2025-12-01,26,2076,6,10,7.4,3,45,1.0,True
user_0006,2025-12-02,27,6583,59,9,7.3,2,42,0.9384570355076144,True
user_0006,2025-12-03,28,3452,19,11,8.8,3,45,1.0,True
user_0006,2025-12-04,29,9929,21,9,7.9,2,44,0.9875018473957884,True
user_0007,2025-11-05,0,3772,1,8,8.7,2,40,0.8933950716552028,True
user_0007,2025-11-06,1,2428,5,8,8.4,2,42,0.9471069949118835,True
user_0007,2025-11-07,2,15198,23,9,7.8,2,39,0.8705172731603416,True
user_0007,2025-11-08,3,7732,29,9,8.0,2,40,0.8973176035502197,True
user_0007,2025-11-09,4,9167,0,8,8.1,2,39,0.884890356495765,True
user_0007,2025-11-10,5,4816,27,9,7.6,2,41,0.9132522408565362,True
user_0007,2025-11-11,6,3847,27,8,7.8,3,45,1.0,True
user_0007,2025-11-12,7,7615,0,7,7.6,2,36,0.8157952742576327,True
user_0007,2025-11-13,8,3823,21,7,7.7,2,42,0.9434715434059457,True
user_0007,2025-11-14,9,8458,15,7,7.5,2,37,0.8285227403277375,True
user_0007,2025-11-15,10,8797,0,10,7.8,2,39,0.8855619405977484,True
user_0007,2025-11-16,11,2016,1,7,8.1,2,43,0.9636060637355884,True
user_0007,2025-11-17,12,10656,0,10,8.1,2,41,0.9123725348419932,True
user_0007,2025-11-18,13,7752,6,8,7.7,2,38,0.8552712949907548,True
user_0007,2025-11-19,14,10269,35,6,7.7,2,39,0.8733933484242217,True
user_0007,2025-11-20,15,3413,14,10,8.1,2,42,0.9431384213339539,True
user_0007,2025-11-21,16,1719,13,6,7.2,2,39,0.8726402023013633,True
user_0007,2025-11-22,17,9890,8,7,7.3,2,41,0.9199814633663189,True
user_0007,2025-11-23,18,4601,4,7,8.1,2,41,0.9114371258824108,True
user_0007,2025-11-24,19,7163,2,9,7.6,2,39,0.8765785165069293,True
user_0007,2025-11-25,20,10973,3,9,7.3,3,45,1.0,True
user_0007,2025-11-26,21,4828,10,10,7.5,2,42,0.9408544850031206,True
user_0007,2025-11-27,22,9533,0,7,7.7,2,36,0.8079014045543398,True
user_0007,2025-11-28,23,5827,0,10,7.6,2,41,0.9184812496256916,True
user_0007,2025-11-29,24,3458,0,10,6.7,2,39,0.8760692106488007,True
user_0007,2025-11-30,25,7720,2,10,7.6,2,42,0.9517802006270313,True
user_0007,2025-12-01,26,10252,52,6,8.0,2,39,0.8695324969655851,True
user_0007,2025-12-02,27,11538,60,7,7.4,2,40,0.9034217118138752,True
user_0007,2025-12-03,28,7042,0,8,8.5,2,42,0.934407897836243,True
user_0007,2025-12-04,29,12757,1,9,7.9,2,42,0.9524462935957262,True
user_0008,2025-11-05,0,7937,0,7,8.6,2,36,0.8150782343253355,True
user_0008,2025-11-06,1,14196,39,6,7.4,2,36,0.8158982435573248,True
user_0008,2025-11-07,2,1938,18,9,8.0,2,38,0.8476789405047099,True
user_0008,2025-11-08,3,3754,15,9,7.8,2,33,0.7511792235241278,True
user_0008,2025-11-09,4,3922,2,8,8.5,2,39,0.8790596733872323,True
user_0008,2025-11-10,5,6435,19,9,8.9,2,40,0.8951109316514977,True
user_0008,2025-11-11,6,7235,0,9,9.0,2,38,0.8506554021558744,True
user_0008,2025-11-12,7,5565,5,8,7.7,2,41,0.9143581382068284,True
user_0008,2025-11-13,8,5140,0,7,7.5,2,34,0.7654490005760591,True
user_0008,2025-11-14,9,2239,0,8,6.5,2,41,0.9239763787704462,True
user_0008,2025-11-15,10,3592,0,8,7.2,2,35,0.7952535187213713,True
user_0008,2025-11-16,11,7001,0,6,7.5,2,34,0.7677946022196974,True
user_0008,2025-11-17,12,2618,24,8,7.1,2,36,0.8199209908225205,True
user_0008,2025-11-18,13,10843,19,9,7.9,2,41,0.9253908729064692,True
user_0008,2025-11-19,14,7359,24,9,7.5,2,37,0.8308184818378765,True
user_0008,2025-11-20,15,8478,0,9,7.0,2,35,0.7851610060547999,True
user_0008,2025-11-21,16,4867,0,9,7.3,2,34,0.7670434651588609,True
user_0008,2025-11-22,17,4462,6,6,7.5,2,37,0.8265346636455333,True
user_0008,2025-11-23,18,1572,0,7,6.3,2,32,0.7320425103049715,True
user_0008,2025-11-24,19,6300,0,6,7.4,2,34,0.766780946803182,True
user_0008,2025-11-25,20,3347,1,7,8.7,2,40,0.9089439714758082,True
user_0008,2025-11-26,21,5865,0,9,8.4,2,40,0.8979537792404158,True
user_0008,2025-11-27,22,3720,6,7,6.9,2,37,0.8253699815558685,True
user_0008,2025-11-28,23,4672,21,9,8.0,2,36,0.8085073503201267,True
user_0008,2025-11-29,24,5034,0,7,8.6,2,37,0.8347160339981962,True
user_0008,2025-11-30,25,2476,0,10,7.5,2,42,0.9491904353053701,True
user_0008,2025-12-01,26,13216,0,9,8.0,2,38,0.8520393643213802,True
user_0008,2025-12-02,27,9286,0,10,8.0,2,39,0.8772774976308448,True
user_0008,2025-12-03,28,5530,2,8,6.8,2,36,0.8216677125912764,True
user_0008,2025-12-04,29,2884,19,6,6.8,2,37,0.834835419238712,True
user_0009,2025-11-05,0,3186,0,8,7.6,2,39,0.8728309835172551,True
user_0009,2025-11-06,1,9107,7,10,8.2,2,40,0.900261649980745,True
user_0009,2025-11-07,2,3443,0,10,8.2,2,42,0.9464559570619603,True
user_0009,2025-11-08,3,4724,0,6,7.1,2,36,0.8052643413133502,True
user_0009,2025-11-09,4,15157,1,9,6.6,2,43,0.9738067849875061,True
user_0009,2025-11-10,5,6558,0,6,7.0,2,34,0.7695507262785676,True
user_0009,2025-11-11,6,12600,0,9,7.8,2,38,0.8595658615029135,True
user_0009,2025-11-12,7,1602,0,7,7.4,2,40,0.8965709765789215,True
user_0009,2025-11-13,8,4062,0,10,7.3,2,39,0.8812047096414443,True
user_0009,2025-11-14,9,6957,60,7,6.7,2,37,0.836020140263663,True
user_0009,2025-11-15,10,7449,1,9,8.3,2,38,0.8567490037368289,True
user_0009,2025-11-16,11,1455,0,6,7.9,2,37,0.842505069521751,True
user_0009,2025-11-17,12,10436,12,7,7.8,2,37,0.8376868784074821,True
user_0009,2025-11-18,13,5876,0,10,8.6,2,40,0.9096352211057439,True
user_0009,2025-11-19,14,7442,0,10,7.5,2,39,0.885005890552945,True
user_0009,2025-11-20,15,2498,15,7,6.9,2,37,0.83250963649166,True
user_0009,2025-11-21,16,4243,0,9,7.9,2,41,0.9121351100263552,True
user_0009,2025-11-22,17,1157,7,10,8.8,2,39,0.8825200922985231,True
user_0009,2025-11-23,18,11455,1,7,8.6,2,40,0.9077982221966406,True
user_0009,2025-11-24,19,5796,25,7,7.6,2,40,0.8986365583508733,True
user_0009,2025-11-25,20,1652,0,7,7.3,2,37,0.8257053657085891,True
user_0009,2025-11-26,21,4659,5,8,7.6,2,37,0.8391460642448442,True
user_0009,2025-11-27,22,3874,44,9,8.2,2,40,0.9045197965108558,True
user_0009,2025-11-28,23,4101,14,10,7.9,2,40,0.8976736295263659,True
user_0009,2025-11-29,24,3501,0,7,7.8,2,38,0.8661100365564852,True
user_0009,2025-11-30,25,6271,4,7,8.1,2,39,0.8730214854201318,True
user_0009,2025-12-01,26,5234,0,8,7.4,2,41,0.9310383610441139,True
user_0009,2025-12-02,27,3944,0,8,7.6,2,37,0.8375765468129012,True
user_0009,2025-12-03,28,17250,0,10,7.7,2,40,0.8945099853131946,True
user_0009,2025-12-04,29,12689,11,8,7.4,2,38,0.8570454836329979,True
user_0010,2025-11-05,0,6023,0,9,7.5,2,44,0.9993255391605687,True
user_0010,2025-11-06,1,5277,0,10,8.3,2,40,0.8997066565948885,True
user_0010,2025-11-07,2,7319,0,10,7.9,2,40,0.9012867827300376,True
user_0010,2025-11-08,3,13408,12,9,7.8,2,42,0.9347637031672257,True
user_0010,2025-11-09,4,3337,0,10,7.6,2,41,0.9222898758222636,True
user_0010,2025-11-10,5,11596,6,9,8.1,2,43,0.9682292545673064,True
user_0010,2025-11-11,6,2005,0,8,8.0,2,40,0.8955231456892468,True
user_0010,2025-11-12,7,12014,0,8,7.0,2,43,0.9691396997576522,True
user_0010,2025-11-13,8,20000,0,10,7.4,2,40,0.9097213104751146,True
user_0010,2025-11-14,9,6305,14,10,7.5,2,43,0.9643812859219951,True
user_0010,2025-11-15,10,5194,0,10,8.1,2,40,0.9081305272541752,True
user_0010,2025-11-16,11,8875,48,8,7.8,2,40,0.8910278162231835,True
user_0010,2025-11-17,12,4593,22,8,7.4,3,45,1.0,True
user_0010,2025-11-18,13,9507,15,9,8.2,2,43,0.9749439044959483,True
user_0010,2025-11-19,14,1302,0,9,6.5,2,37,0.8320802953618416,True
user_0010,2025-11-20,15,2303,1,10,8.7,2,40,0.8993438747791069,True
user_0010,2025-11-21,16,6035,7,8,7.5,2,44,0.9819286964575311,True
user_0010,2025-11-22,17,8247,16,7,8.1,2,38,0.8618495269079263,True
user_0010,2025-11-23,18,14441,4,9,8.3,2,43,0.9602164668447579,True
user_0010,2025-11-24,19,2837,7,10,8.6,2,42,0.955035355542092,True
user_0010,2025-11-25,20,5397,0,9,8.6,2,39,0.8867252214640065,True
user_0010,2025-11-26,21,1298,0,10,7.3,2,41,0.921241698056312,True
user_0010,2025-11-27,22,5976,0,9,7.5,2,36,0.8171816629370884,True
user_0010,2025-11-28,23,2918,0,8,7.8,3,45,1.0,True
user_0010,2025-11-29,24,2287,7,8,8.2,2,40,0.9062279249087563,True
user_0010,2025-11-30,25,6545,14,9,7.3,2,43,0.9618732029374153,True
user_0010,2025-12-01,26,3725,0,7,7.6,2,42,0.9523746174423736,True
user_0010,2025-12-02,27,11521,3,7,8.4,2,44,0.9895765897736017,True
user_0010,2025-12-03,28,11002,0,7,7.9,2,40,0.9000173800234743,True
user_0010,2025-12-04,29,5770,3,9,7.5,2,41,0.9318736867449757,True
user_0011,2025-11-05,0,10446,0,7,7.8,2,40,0.890820096577155,True
user_0011,2025-11-06,1,6076,16,7,8.2,2,41,0.925974508725953,True
user_0011,2025-11-07,2,3993,4,8,7.6,2,37,0.8419677947832049,True
user_0011,2025-11-08,3,5388,45,7,7.7,2,37,0.8439988231392433,True
user_0011,2025-11-09,4,3386,1,8,7.7,2,39,0.8784498007954493,True
user_0011,2025-11-10,5,10501,3,7,7.2,2,40,0.9036996542724788,True
user_0011,2025-11-11,6,3717,11,10,7.9,2,41,0.9299173901379714,True
user_0011,2025-11-12,7,9780,9,8,7.4,2,44,0.9881398227055488,True
user_0011,2025-11-13,8,4458,15,8,8.8,2,43,0.9572549930181722,True
user_0011,2025-11-14,9,6618,34,9,8.1,2,40,0.9063750853598997,True
user_0011,2025-11-15,10,11221,13,7,7.9,2,41,0.9134212014629367,True
user_0011,2025-11-16,11,2603,0,9,7.6,2,38,0.8642455436261807,True
user_0011,2025-11-17,12,9331,0,8,8.5,2,41,0.9134463550584516,True
user_0011,2025-11-18,13,4353,16,9,7.5,2,40,0.8999390799120642,True
user_0011,2025-11-19,14,4194,0,9,8.3,2,41,0.9305079398749756,True
user_0011,2025-11-20,15,2404,0,9,7.3,2,39,0.873010464680455,True
user_0011,2025-11-21,16,3559,0,10,7.3,2,42,0.9403393375701298,True
user_0011,2025-11-22,17,12231,0,8,7.7,2,44,0.9910089575082001,True
